korak,razlicica,vrsta,kazalnik,vrednost,enota
D,izhodiscna,Kardiološki pregled - prvi h=4 lin,MASE,5.3053,
D,izhodiscna,Kardiološki pregled - prvi h=4 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,Kardiološki pregled - prvi h=4 naivni,MAE,369.7368,
D,izhodiscna,Kardiološki pregled - prvi h=4 naivni,MASE,2.1306,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 ar1,MAE_vs_naivni_pct,-2.6811,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 ar1,MAE,135.1112,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 ar1,MASE,1.1481,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 lin,MAE_vs_naivni_pct,-140.987,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 lin,MAE,317.0987,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 lin,MASE,2.6245,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 naivni,MAE,131.5833,
D,izhodiscna,Operacija sive mrene (katarakte) h=1 naivni,MASE,1.1138,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 ar1,MAE_vs_naivni_pct,-0.4491,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 ar1,MAE,236.0554,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 ar1,MASE,1.9751,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 lin,MAE_vs_naivni_pct,-57.504,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 lin,MAE,370.1344,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 lin,MASE,3.07,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 naivni,MAE,235.0,
D,izhodiscna,Operacija sive mrene (katarakte) h=4 naivni,MASE,1.9405,
D,izhodiscna,Endoproteza kolena h=1 ar1,MAE_vs_naivni_pct,-27.4114,
D,izhodiscna,Endoproteza kolena h=1 ar1,MAE,208.9335,
D,izhodiscna,Endoproteza kolena h=1 ar1,MASE,1.6514,
D,izhodiscna,Endoproteza kolena h=1 lin,MAE_vs_naivni_pct,-34.6921,
D,izhodiscna,Endoproteza kolena h=1 lin,MAE,220.8726,
D,izhodiscna,Endoproteza kolena h=1 lin,MASE,1.7294,
D,izhodiscna,Endoproteza kolena h=1 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,Endoproteza kolena h=1 naivni,MAE,163.9833,
D,izhodiscna,Endoproteza kolena h=1 naivni,MASE,1.354,
D,izhodiscna,Endoproteza kolena h=4 ar1,MAE_vs_naivni_pct,-13.213,
D,izhodiscna,Endoproteza kolena h=4 ar1,MAE,265.5144,
D,izhodiscna,Endoproteza kolena h=4 ar1,MASE,2.0573,
D,izhodiscna,Endoproteza kolena h=4 lin,MAE_vs_naivni_pct,1.7921,
D,izhodiscna,Endoproteza kolena h=4 lin,MAE,230.3233,
D,izhodiscna,Endoproteza kolena h=4 lin,MASE,1.8001,
D,izhodiscna,Endoproteza kolena h=4 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,Endoproteza kolena h=4 naivni,MAE,234.5263,
D,izhodiscna,Endoproteza kolena h=4 naivni,MASE,1.8642,
D,izhodiscna,MR glave brez kontrasta h=1 ar1,MAE_vs_naivni_pct,-0.8704,
D,izhodiscna,MR glave brez kontrasta h=1 ar1,MAE,130.6776,
D,izhodiscna,MR glave brez kontrasta h=1 ar1,MASE,1.2047,
D,izhodiscna,MR glave brez kontrasta h=1 lin,MAE_vs_naivni_pct,-776.8629,
D,izhodiscna,MR glave brez kontrasta h=1 lin,MAE,1135.9759,
D,izhodiscna,MR glave brez kontrasta h=1 lin,MASE,10.1893,
D,izhodiscna,MR glave brez kontrasta h=1 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,MR glave brez kontrasta h=1 naivni,MAE,129.55,
D,izhodiscna,MR glave brez kontrasta h=1 naivni,MASE,1.1886,
D,izhodiscna,MR glave brez kontrasta h=4 ar1,MAE_vs_naivni_pct,1.9874,
D,izhodiscna,MR glave brez kontrasta h=4 ar1,MAE,365.7417,
D,izhodiscna,MR glave brez kontrasta h=4 ar1,MASE,3.3061,
D,izhodiscna,MR glave brez kontrasta h=4 lin,MAE_vs_naivni_pct,-250.2833,
D,izhodiscna,MR glave brez kontrasta h=4 lin,MAE,1307.1096,
D,izhodiscna,MR glave brez kontrasta h=4 lin,MASE,11.7371,
D,izhodiscna,MR glave brez kontrasta h=4 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,MR glave brez kontrasta h=4 naivni,MAE,373.1579,
D,izhodiscna,MR glave brez kontrasta h=4 naivni,MASE,3.348,
D,izhodiscna,UZ vratnih žil h=1 ar1,MAE_vs_naivni_pct,1.836,
D,izhodiscna,UZ vratnih žil h=1 ar1,MAE,342.4943,
D,izhodiscna,UZ vratnih žil h=1 ar1,MASE,1.1441,
D,izhodiscna,UZ vratnih žil h=1 lin,MAE_vs_naivni_pct,-372.5569,
D,izhodiscna,UZ vratnih žil h=1 lin,MAE,1648.751,
D,izhodiscna,UZ vratnih žil h=1 lin,MASE,5.5774,
D,izhodiscna,UZ vratnih žil h=1 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,UZ vratnih žil h=1 naivni,MAE,348.9,
D,izhodiscna,UZ vratnih žil h=1 naivni,MASE,1.1763,
D,izhodiscna,UZ vratnih žil h=4 ar1,MAE_vs_naivni_pct,-15.8205,
D,izhodiscna,UZ vratnih žil h=4 ar1,MAE,685.8807,
D,izhodiscna,UZ vratnih žil h=4 ar1,MASE,2.3032,
D,izhodiscna,UZ vratnih žil h=4 lin,MAE_vs_naivni_pct,-212.0627,
D,izhodiscna,UZ vratnih žil h=4 lin,MAE,1848.0133,
D,izhodiscna,UZ vratnih žil h=4 lin,MASE,6.256,
D,izhodiscna,UZ vratnih žil h=4 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,UZ vratnih žil h=4 naivni,MAE,592.193,
D,izhodiscna,UZ vratnih žil h=4 naivni,MASE,2.0174,
D,izhodiscna,Agregat h=1 ar1,MAE_vs_naivni_pct,-17.6416,
D,izhodiscna,Agregat h=1 ar1,MAE,3172.0085,
D,izhodiscna,Agregat h=1 ar1,MASE,1.4877,
D,izhodiscna,Agregat h=1 lin,MAE_vs_naivni_pct,-108.9795,
D,izhodiscna,Agregat h=1 lin,MAE,5634.7828,
D,izhodiscna,Agregat h=1 lin,MASE,2.6851,
D,izhodiscna,Agregat h=1 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,Agregat h=1 naivni,MAE,2696.3333,
D,izhodiscna,Agregat h=1 naivni,MASE,1.3011,
D,izhodiscna,Agregat h=4 ar1,MAE_vs_naivni_pct,-52.8771,
D,izhodiscna,Agregat h=4 ar1,MAE,6325.0078,
D,izhodiscna,Agregat h=4 ar1,MASE,2.7789,
D,izhodiscna,Agregat h=4 lin,MAE_vs_naivni_pct,-44.782,
D,izhodiscna,Agregat h=4 lin,MAE,5990.0902,
D,izhodiscna,Agregat h=4 lin,MASE,2.8605,
D,izhodiscna,Agregat h=4 naivni,MAE_vs_naivni_pct,0.0,
D,izhodiscna,Agregat h=4 naivni,MAE,4137.3158,
D,izhodiscna,Agregat h=4 naivni,MASE,1.9239,
D,ocisceno,Dermatološki pregled - prvi h=1 ar1,MAE_vs_naivni_pct,-4.857,
D,ocisceno,Dermatološki pregled - prvi h=1 ar1,MAE,194.2205,
D,ocisceno,Dermatološki pregled - prvi h=1 ar1,MASE,0.9866,
D,ocisceno,Dermatološki pregled - prvi h=1 lin,MAE_vs_naivni_pct,-537.678,
D,ocisceno,Dermatološki pregled - prvi h=1 lin,MAE,1181.1336,
D,ocisceno,Dermatološki pregled - prvi h=1 lin,MASE,6.1454,
D,ocisceno,Dermatološki pregled - prvi h=1 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Dermatološki pregled - prvi h=1 naivni,MAE,185.2241,
D,ocisceno,Dermatološki pregled - prvi h=1 naivni,MASE,0.9407,
D,ocisceno,Dermatološki pregled - prvi h=4 ar1,MAE_vs_naivni_pct,-9.5112,
D,ocisceno,Dermatološki pregled - prvi h=4 ar1,MAE,503.4925,
D,ocisceno,Dermatološki pregled - prvi h=4 ar1,MASE,2.548,
D,ocisceno,Dermatološki pregled - prvi h=4 lin,MAE_vs_naivni_pct,-202.5181,
D,ocisceno,Dermatološki pregled - prvi h=4 lin,MAE,1390.8681,
D,ocisceno,Dermatološki pregled - prvi h=4 lin,MASE,7.2326,
D,ocisceno,Dermatološki pregled - prvi h=4 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Dermatološki pregled - prvi h=4 naivni,MAE,459.7636,
D,ocisceno,Dermatološki pregled - prvi h=4 naivni,MASE,2.3327,
D,ocisceno,Kardiološki pregled - prvi h=1 ar1,MAE_vs_naivni_pct,-1.3111,
D,ocisceno,Kardiološki pregled - prvi h=1 ar1,MAE,139.4251,
D,ocisceno,Kardiološki pregled - prvi h=1 ar1,MASE,0.8308,
D,ocisceno,Kardiološki pregled - prvi h=1 lin,MAE_vs_naivni_pct,-501.5116,
D,ocisceno,Kardiološki pregled - prvi h=1 lin,MAE,827.8045,
D,ocisceno,Kardiološki pregled - prvi h=1 lin,MASE,4.8013,
D,ocisceno,Kardiološki pregled - prvi h=1 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Kardiološki pregled - prvi h=1 naivni,MAE,137.6207,
D,ocisceno,Kardiološki pregled - prvi h=1 naivni,MASE,0.822,
D,ocisceno,Kardiološki pregled - prvi h=4 ar1,MAE_vs_naivni_pct,-3.4605,
D,ocisceno,Kardiološki pregled - prvi h=4 ar1,MAE,388.6164,
D,ocisceno,Kardiološki pregled - prvi h=4 ar1,MASE,2.2899,
D,ocisceno,Kardiološki pregled - prvi h=4 lin,MAE_vs_naivni_pct,-148.3731,
D,ocisceno,Kardiološki pregled - prvi h=4 lin,MAE,932.9344,
D,ocisceno,Kardiološki pregled - prvi h=4 lin,MASE,5.3667,
D,ocisceno,Kardiološki pregled - prvi h=4 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Kardiološki pregled - prvi h=4 naivni,MAE,375.6182,
D,ocisceno,Kardiološki pregled - prvi h=4 naivni,MASE,2.2254,
D,ocisceno,Operacija sive mrene (katarakte) h=1 ar1,MAE_vs_naivni_pct,-3.4959,
D,ocisceno,Operacija sive mrene (katarakte) h=1 ar1,MAE,101.7293,
D,ocisceno,Operacija sive mrene (katarakte) h=1 ar1,MASE,1.0066,
D,ocisceno,Operacija sive mrene (katarakte) h=1 lin,MAE_vs_naivni_pct,-219.675,
D,ocisceno,Operacija sive mrene (katarakte) h=1 lin,MAE,314.2185,
D,ocisceno,Operacija sive mrene (katarakte) h=1 lin,MASE,3.113,
D,ocisceno,Operacija sive mrene (katarakte) h=1 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Operacija sive mrene (katarakte) h=1 naivni,MAE,98.2931,
D,ocisceno,Operacija sive mrene (katarakte) h=1 naivni,MASE,0.9752,
D,ocisceno,Operacija sive mrene (katarakte) h=4 ar1,MAE_vs_naivni_pct,16.1003,
D,ocisceno,Operacija sive mrene (katarakte) h=4 ar1,MAE,165.5874,
D,ocisceno,Operacija sive mrene (katarakte) h=4 ar1,MASE,1.636,
D,ocisceno,Operacija sive mrene (katarakte) h=4 lin,MAE_vs_naivni_pct,-85.429,
D,ocisceno,Operacija sive mrene (katarakte) h=4 lin,MAE,365.9693,
D,ocisceno,Operacija sive mrene (katarakte) h=4 lin,MASE,3.629,
D,ocisceno,Operacija sive mrene (katarakte) h=4 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Operacija sive mrene (katarakte) h=4 naivni,MAE,197.3636,
D,ocisceno,Operacija sive mrene (katarakte) h=4 naivni,MASE,1.9571,
D,ocisceno,Endoproteza kolena h=1 ar1,MAE_vs_naivni_pct,-22.217,
D,ocisceno,Endoproteza kolena h=1 ar1,MAE,158.2289,
D,ocisceno,Endoproteza kolena h=1 ar1,MASE,1.4724,
D,ocisceno,Endoproteza kolena h=1 lin,MAE_vs_naivni_pct,-58.0565,
D,ocisceno,Endoproteza kolena h=1 lin,MAE,204.6287,
D,ocisceno,Endoproteza kolena h=1 lin,MASE,1.8738,
D,ocisceno,Endoproteza kolena h=1 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Endoproteza kolena h=1 naivni,MAE,129.4655,
D,ocisceno,Endoproteza kolena h=1 naivni,MASE,1.2246,
D,ocisceno,Endoproteza kolena h=4 ar1,MAE_vs_naivni_pct,-9.2125,
D,ocisceno,Endoproteza kolena h=4 ar1,MAE,231.729,
D,ocisceno,Endoproteza kolena h=4 ar1,MASE,2.1172,
D,ocisceno,Endoproteza kolena h=4 lin,MAE_vs_naivni_pct,-0.6814,
D,ocisceno,Endoproteza kolena h=4 lin,MAE,213.6276,
D,ocisceno,Endoproteza kolena h=4 lin,MASE,1.9494,
D,ocisceno,Endoproteza kolena h=4 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Endoproteza kolena h=4 naivni,MAE,212.1818,
D,ocisceno,Endoproteza kolena h=4 naivni,MASE,1.9605,
D,ocisceno,MR glave brez kontrasta h=1 ar1,MAE_vs_naivni_pct,-0.0489,
D,ocisceno,MR glave brez kontrasta h=1 ar1,MAE,114.487,
D,ocisceno,MR glave brez kontrasta h=1 ar1,MASE,1.1339,
D,ocisceno,MR glave brez kontrasta h=1 lin,MAE_vs_naivni_pct,-914.6415,
D,ocisceno,MR glave brez kontrasta h=1 lin,MAE,1161.0648,
D,ocisceno,MR glave brez kontrasta h=1 lin,MASE,11.2766,
D,ocisceno,MR glave brez kontrasta h=1 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,MR glave brez kontrasta h=1 naivni,MAE,114.431,
D,ocisceno,MR glave brez kontrasta h=1 naivni,MASE,1.13,
D,ocisceno,MR glave brez kontrasta h=4 ar1,MAE_vs_naivni_pct,3.3419,
D,ocisceno,MR glave brez kontrasta h=4 ar1,MAE,362.5908,
D,ocisceno,MR glave brez kontrasta h=4 ar1,MASE,3.5753,
D,ocisceno,MR glave brez kontrasta h=4 lin,MAE_vs_naivni_pct,-257.5941,
D,ocisceno,MR glave brez kontrasta h=4 lin,MAE,1341.4331,
D,ocisceno,MR glave brez kontrasta h=4 lin,MASE,13.0622,
D,ocisceno,MR glave brez kontrasta h=4 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,MR glave brez kontrasta h=4 naivni,MAE,375.1273,
D,ocisceno,MR glave brez kontrasta h=4 naivni,MASE,3.6914,
D,ocisceno,UZ vratnih žil h=1 ar1,MAE_vs_naivni_pct,1.2208,
D,ocisceno,UZ vratnih žil h=1 ar1,MAE,284.5181,
D,ocisceno,UZ vratnih žil h=1 ar1,MASE,1.0547,
D,ocisceno,UZ vratnih žil h=1 lin,MAE_vs_naivni_pct,-469.6598,
D,ocisceno,UZ vratnih žil h=1 lin,MAE,1640.8165,
D,ocisceno,UZ vratnih žil h=1 lin,MASE,6.0966,
D,ocisceno,UZ vratnih žil h=1 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,UZ vratnih žil h=1 naivni,MAE,288.0345,
D,ocisceno,UZ vratnih žil h=1 naivni,MASE,1.0722,
D,ocisceno,UZ vratnih žil h=4 ar1,MAE_vs_naivni_pct,-17.731,
D,ocisceno,UZ vratnih žil h=4 ar1,MAE,705.5084,
D,ocisceno,UZ vratnih žil h=4 ar1,MASE,2.6058,
D,ocisceno,UZ vratnih žil h=4 lin,MAE_vs_naivni_pct,-208.0423,
D,ocisceno,UZ vratnih žil h=4 lin,MAE,1845.9574,
D,ocisceno,UZ vratnih žil h=4 lin,MASE,6.8943,
D,ocisceno,UZ vratnih žil h=4 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,UZ vratnih žil h=4 naivni,MAE,599.2545,
D,ocisceno,UZ vratnih žil h=4 naivni,MASE,2.2357,
D,ocisceno,Agregat h=1 ar1,MAE_vs_naivni_pct,1.0428,
D,ocisceno,Agregat h=1 ar1,MAE,1472.4828,
D,ocisceno,Agregat h=1 ar1,MASE,0.9392,
D,ocisceno,Agregat h=1 lin,MAE_vs_naivni_pct,-246.6468,
D,ocisceno,Agregat h=1 lin,MAE,5158.1044,
D,ocisceno,Agregat h=1 lin,MASE,3.2522,
D,ocisceno,Agregat h=1 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Agregat h=1 naivni,MAE,1488.0,
D,ocisceno,Agregat h=1 naivni,MASE,0.9499,
D,ocisceno,Agregat h=4 ar1,MAE_vs_naivni_pct,0.7684,
D,ocisceno,Agregat h=4 ar1,MAE,2964.6433,
D,ocisceno,Agregat h=4 ar1,MASE,1.9002,
D,ocisceno,Agregat h=4 lin,MAE_vs_naivni_pct,-88.5045,
D,ocisceno,Agregat h=4 lin,MAE,5631.759,
D,ocisceno,Agregat h=4 lin,MASE,3.5545,
D,ocisceno,Agregat h=4 naivni,MAE_vs_naivni_pct,0.0,
D,ocisceno,Agregat h=4 naivni,MAE,2987.6,
D,ocisceno,Agregat h=4 naivni,MASE,1.9168,
D4,izhodiscna,Dermatološki pregled - prvi h=1 ar1,wilcoxon_p,0.6694,
D4,izhodiscna,Dermatološki pregled - prvi h=1 lin,wilcoxon_p,0.0,
D4,izhodiscna,Dermatološki pregled - prvi h=4 ar1,wilcoxon_p,0.7059,
D4,izhodiscna,Dermatološki pregled - prvi h=4 lin,wilcoxon_p,0.0,
D4,izhodiscna,Kardiološki pregled - prvi h=1 ar1,wilcoxon_p,0.8195,
D4,izhodiscna,Kardiološki pregled - prvi h=1 lin,wilcoxon_p,0.0,
D4,izhodiscna,Kardiološki pregled - prvi h=4 ar1,wilcoxon_p,0.784,
D4,izhodiscna,Kardiološki pregled - prvi h=4 lin,wilcoxon_p,0.0,
D4,izhodiscna,UZ vratnih žil h=1 ar1,wilcoxon_p,0.8598,
D4,izhodiscna,UZ vratnih žil h=1 lin,wilcoxon_p,0.0,
D4,izhodiscna,UZ vratnih žil h=4 ar1,wilcoxon_p,0.1859,
D4,izhodiscna,UZ vratnih žil h=4 lin,wilcoxon_p,0.0,
D4,izhodiscna,MR glave brez kontrasta h=1 ar1,wilcoxon_p,0.7628,
D4,izhodiscna,MR glave brez kontrasta h=1 lin,wilcoxon_p,0.0,
D4,izhodiscna,MR glave brez kontrasta h=4 ar1,wilcoxon_p,0.5918,
D4,izhodiscna,MR glave brez kontrasta h=4 lin,wilcoxon_p,0.0,
D4,izhodiscna,Operacija sive mrene (katarakte) h=1 ar1,wilcoxon_p,0.3536,
D4,izhodiscna,Operacija sive mrene (katarakte) h=1 lin,wilcoxon_p,0.0,
D4,izhodiscna,Operacija sive mrene (katarakte) h=4 ar1,wilcoxon_p,0.4721,
D4,izhodiscna,Operacija sive mrene (katarakte) h=4 lin,wilcoxon_p,0.0001,
D4,izhodiscna,Endoproteza kolena h=1 ar1,wilcoxon_p,0.0234,
D4,izhodiscna,Endoproteza kolena h=1 lin,wilcoxon_p,0.0039,
D4,izhodiscna,Endoproteza kolena h=4 ar1,wilcoxon_p,0.4385,
D4,izhodiscna,Endoproteza kolena h=4 lin,wilcoxon_p,0.7476,
D4,izhodiscna,Agregat h=1 ar1,wilcoxon_p,0.0007,
D4,izhodiscna,Agregat h=1 lin,wilcoxon_p,0.0,
D4,izhodiscna,Agregat h=4 ar1,wilcoxon_p,0.0,
D4,izhodiscna,Agregat h=4 lin,wilcoxon_p,0.0004,
D4,delno_ocisceno,Dermatološki pregled - prvi h=1 ar1,wilcoxon_p,0.0112,
D4,delno_ocisceno,Dermatološki pregled - prvi h=1 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,Dermatološki pregled - prvi h=4 ar1,wilcoxon_p,0.0151,
D4,delno_ocisceno,Dermatološki pregled - prvi h=4 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,Kardiološki pregled - prvi h=1 ar1,wilcoxon_p,0.6452,
D4,delno_ocisceno,Kardiološki pregled - prvi h=1 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,Kardiološki pregled - prvi h=4 ar1,wilcoxon_p,0.4579,
D4,delno_ocisceno,Kardiološki pregled - prvi h=4 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,UZ vratnih žil h=1 ar1,wilcoxon_p,0.8681,
D4,delno_ocisceno,UZ vratnih žil h=1 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,UZ vratnih žil h=4 ar1,wilcoxon_p,0.3358,
D4,delno_ocisceno,UZ vratnih žil h=4 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,MR glave brez kontrasta h=1 ar1,wilcoxon_p,0.8209,
D4,delno_ocisceno,MR glave brez kontrasta h=1 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,MR glave brez kontrasta h=4 ar1,wilcoxon_p,0.4881,
D4,delno_ocisceno,MR glave brez kontrasta h=4 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,Operacija sive mrene (katarakte) h=1 ar1,wilcoxon_p,0.4549,
D4,delno_ocisceno,Operacija sive mrene (katarakte) h=1 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,Operacija sive mrene (katarakte) h=4 ar1,wilcoxon_p,0.1891,
D4,delno_ocisceno,Operacija sive mrene (katarakte) h=4 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,Endoproteza kolena h=1 ar1,wilcoxon_p,0.0333,
D4,delno_ocisceno,Endoproteza kolena h=1 lin,wilcoxon_p,0.0005,
D4,delno_ocisceno,Endoproteza kolena h=4 ar1,wilcoxon_p,0.6245,
D4,delno_ocisceno,Endoproteza kolena h=4 lin,wilcoxon_p,0.557,
D4,delno_ocisceno,Agregat h=1 ar1,wilcoxon_p,0.8209,
D4,delno_ocisceno,Agregat h=1 lin,wilcoxon_p,0.0,
D4,delno_ocisceno,Agregat h=4 ar1,wilcoxon_p,0.9675,
D4,delno_ocisceno,Agregat h=4 lin,wilcoxon_p,0.0001,
D4,ocisceno,Dermatološki pregled - prvi h=1 ar1,wilcoxon_p,0.0159,
D4,ocisceno,Dermatološki pregled - prvi h=1 lin,wilcoxon_p,0.0,
D4,ocisceno,Dermatološki pregled - prvi h=4 ar1,wilcoxon_p,0.0114,
D4,ocisceno,Dermatološki pregled - prvi h=4 lin,wilcoxon_p,0.0,
D4,ocisceno,Kardiološki pregled - prvi h=1 ar1,wilcoxon_p,0.5537,
D4,ocisceno,Kardiološki pregled - prvi h=1 lin,wilcoxon_p,0.0,
D4,ocisceno,Kardiološki pregled - prvi h=4 ar1,wilcoxon_p,0.3187,
D4,ocisceno,Kardiološki pregled - prvi h=4 lin,wilcoxon_p,0.0,
D4,ocisceno,UZ vratnih žil h=1 ar1,wilcoxon_p,0.9599,
D4,ocisceno,UZ vratnih žil h=1 lin,wilcoxon_p,0.0,
D4,ocisceno,UZ vratnih žil h=4 ar1,wilcoxon_p,0.1912,
D4,ocisceno,UZ vratnih žil h=4 lin,wilcoxon_p,0.0,
D4,ocisceno,MR glave brez kontrasta h=1 ar1,wilcoxon_p,0.9229,
D4,ocisceno,MR glave brez kontrasta h=1 lin,wilcoxon_p,0.0,
D4,ocisceno,MR glave brez kontrasta h=4 ar1,wilcoxon_p,0.4359,
D4,ocisceno,MR glave brez kontrasta h=4 lin,wilcoxon_p,0.0,
D4,ocisceno,Operacija sive mrene (katarakte) h=1 ar1,wilcoxon_p,0.5589,
D4,ocisceno,Operacija sive mrene (katarakte) h=1 lin,wilcoxon_p,0.0,
D4,ocisceno,Operacija sive mrene (katarakte) h=4 ar1,wilcoxon_p,0.1774,
D4,ocisceno,Operacija sive mrene (katarakte) h=4 lin,wilcoxon_p,0.0,
D4,ocisceno,Endoproteza kolena h=1 ar1,wilcoxon_p,0.0421,
D4,ocisceno,Endoproteza kolena h=1 lin,wilcoxon_p,0.0008,
D4,ocisceno,Endoproteza kolena h=4 ar1,wilcoxon_p,0.7566,
D4,ocisceno,Endoproteza kolena h=4 lin,wilcoxon_p,0.8538,
D4,ocisceno,Agregat h=1 ar1,wilcoxon_p,0.748,
D4,ocisceno,Agregat h=1 lin,wilcoxon_p,0.0,
D4,ocisceno,Agregat h=4 ar1,wilcoxon_p,0.7438,
D4,ocisceno,Agregat h=4 lin,wilcoxon_p,0.0,
E1,izhodiscna,vse vrste,nominalno_znacilnih_p05,2.0,
E1,izhodiscna,vse vrste,znacilnih_po_bonferroni,0.0,
E1,izhodiscna,vse vrste,znacilnih_po_BH,0.0,
E1,delno_ocisceno,vse vrste,nominalno_znacilnih_p05,5.0,
E1,delno_ocisceno,vse vrste,znacilnih_po_bonferroni,0.0,
E1,delno_ocisceno,vse vrste,znacilnih_po_BH,0.0,
E1,ocisceno,vse vrste,nominalno_znacilnih_p05,5.0,
E1,ocisceno,vse vrste,znacilnih_po_bonferroni,0.0,
E1,ocisceno,vse vrste,znacilnih_po_BH,0.0,
E1,delno_ocisceno,Agregat,najnizja_p,0.0062,
E1,delno_ocisceno,Agregat,r_pri_najnizji_p,0.2643,
E1,delno_ocisceno,Agregat,zamik_pri_najnizji_p,4.0,
E1,delno_ocisceno,Dermatološki pregled - prvi,najnizja_p,0.0906,
E1,delno_ocisceno,Dermatološki pregled - prvi,r_pri_najnizji_p,0.1652,
E1,delno_ocisceno,Dermatološki pregled - prvi,zamik_pri_najnizji_p,4.0,
E1,delno_ocisceno,Endoproteza kolena,najnizja_p,0.0088,
E1,delno_ocisceno,Endoproteza kolena,r_pri_najnizji_p,-0.2569,
E1,delno_ocisceno,Endoproteza kolena,zamik_pri_najnizji_p,7.0,
E1,delno_ocisceno,Kardiološki pregled - prvi,najnizja_p,0.285,
E1,delno_ocisceno,Kardiološki pregled - prvi,r_pri_najnizji_p,0.1038,
E1,delno_ocisceno,Kardiološki pregled - prvi,zamik_pri_najnizji_p,2.0,
E1,delno_ocisceno,MR glave brez kontrasta,najnizja_p,0.004,
E1,delno_ocisceno,MR glave brez kontrasta,r_pri_najnizji_p,0.2786,
E1,delno_ocisceno,MR glave brez kontrasta,zamik_pri_najnizji_p,5.0,
E1,delno_ocisceno,Operacija sive mrene (katarakte),najnizja_p,0.0409,
E1,delno_ocisceno,Operacija sive mrene (katarakte),r_pri_najnizji_p,-0.2028,
E1,delno_ocisceno,Operacija sive mrene (katarakte),zamik_pri_najnizji_p,8.0,
E1,delno_ocisceno,UZ vratnih žil,najnizja_p,0.1549,
E1,delno_ocisceno,UZ vratnih žil,r_pri_najnizji_p,-0.1391,
E1,delno_ocisceno,UZ vratnih žil,zamik_pri_najnizji_p,4.0,
E1,izhodiscna,Agregat,najnizja_p,0.0751,
E1,izhodiscna,Agregat,r_pri_najnizji_p,0.1753,
E1,izhodiscna,Agregat,zamik_pri_najnizji_p,7.0,
E1,izhodiscna,Dermatološki pregled - prvi,najnizja_p,0.0759,
E1,izhodiscna,Dermatološki pregled - prvi,r_pri_najnizji_p,-0.1715,
E1,izhodiscna,Dermatološki pregled - prvi,zamik_pri_najnizji_p,3.0,
E1,izhodiscna,Endoproteza kolena,najnizja_p,0.0524,
E1,izhodiscna,Endoproteza kolena,r_pri_najnizji_p,-0.1907,
E1,izhodiscna,Endoproteza kolena,zamik_pri_najnizji_p,7.0,
E1,izhodiscna,Kardiološki pregled - prvi,najnizja_p,0.3355,
E1,izhodiscna,Kardiološki pregled - prvi,r_pri_najnizji_p,0.0931,
E1,izhodiscna,Kardiološki pregled - prvi,zamik_pri_najnizji_p,2.0,
E1,izhodiscna,MR glave brez kontrasta,najnizja_p,0.0122,
