razlicica,vzs,naziv,horizont,model,izvor,cilj,y_true,y_pred,cez_vrzel,mase_scale,ae,se,ase
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-04-09,2025-04-16,29052.0,28616.0,False,199.3529,436.0,190096.0,2.1871
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-04-09,2025-04-16,29052.0,29422.638,False,199.3529,370.638,137372.5338,1.8592
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-04-09,2025-04-16,29052.0,28624.6838,False,199.3529,427.3162,182599.1071,2.1435
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-04-16,2025-04-23,29251.0,29052.0,False,203.9038,199.0,39601.0,0.976
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-04-16,2025-04-23,29251.0,29466.3578,False,203.9038,215.3578,46378.9669,1.0562
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-04-16,2025-04-23,29251.0,29047.3906,False,203.9038,203.6094,41456.8009,0.9986
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-04-23,2025-04-30,29477.0,29251.0,False,203.8113,226.0,51076.0,1.1089
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-04-23,2025-04-30,29477.0,29521.3208,False,203.8113,44.3208,1964.3293,0.2175
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-04-23,2025-04-30,29477.0,29243.4171,False,203.8113,233.5829,54560.9864,1.1461
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-04-30,2025-05-07,29399.0,29477.0,False,204.2222,78.0,6084.0,0.3819
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-04-30,2025-05-07,29399.0,29588.5778,False,204.2222,189.5778,35939.7338,0.9283
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-04-30,2025-05-07,29399.0,29468.0989,False,204.2222,69.0989,4774.6519,0.3384
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-05-07,2025-05-14,29670.0,29399.0,False,201.9273,271.0,73441.0,1.3421
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-05-07,2025-05-14,29670.0,29645.4305,False,201.9273,24.5695,603.6594,0.1217
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-05-07,2025-05-14,29670.0,29390.8264,False,201.9273,279.1736,77937.9075,1.3825
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-05-14,2025-05-21,29970.0,29670.0,False,203.1607,300.0,90000.0,1.4767
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-05-14,2025-05-21,29970.0,29717.1924,False,203.1607,252.8076,63911.7049,1.2444
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-05-14,2025-05-21,29970.0,29661.1932,False,203.1607,308.8068,95361.6573,1.52
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-05-21,2025-05-28,30268.0,29970.0,False,204.8596,298.0,88804.0,1.4547
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-05-21,2025-05-28,30268.0,29804.7096,False,204.8596,463.2904,214637.9772,2.2615
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-05-21,2025-05-28,30268.0,29964.3048,False,204.8596,303.6952,92230.7699,1.4825
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-05-28,2025-06-04,30363.0,30268.0,False,206.4655,95.0,9025.0,0.4601
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-05-28,2025-06-04,30363.0,29906.6447,False,206.4655,456.3553,208260.2034,2.2103
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-05-28,2025-06-04,30363.0,30269.4317,False,206.4655,93.5683,8755.0259,0.4532
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-06-04,2025-06-11,27205.0,30363.0,False,204.5763,3158.0,9972964.0,15.4368
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-06-04,2025-06-11,27205.0,30008.3791,False,204.5763,2803.3791,7858934.3561,13.7033
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-06-04,2025-06-11,27205.0,30367.3922,False,204.5763,3162.3922,10000724.729,15.4583
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-06-11,2025-06-18,30935.0,27205.0,False,253.8,3730.0,13912900.0,14.6966
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-06-11,2025-06-18,30935.0,29896.6098,False,253.8,1038.3902,1078254.1326,4.0914
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-06-11,2025-06-18,30935.0,27314.5744,False,253.8,3620.4256,13107481.2387,14.2649
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-06-18,2025-07-02,31670.0,30935.0,True,310.7869,735.0,540225.0,2.365
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-06-18,2025-07-02,31670.0,30031.2142,True,310.7869,1638.7858,2685618.9888,5.273
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-06-18,2025-07-02,31670.0,30668.6532,True,310.7869,1001.3468,1002695.3728,3.222
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-07-02,2025-07-09,31780.0,31670.0,False,317.629,110.0,12100.0,0.3463
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-07-02,2025-07-09,31780.0,30204.4706,False,317.629,1575.5294,2482293.0222,4.9603
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-07-02,2025-07-09,31780.0,31419.4082,False,317.629,360.5918,130026.4575,1.1353
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-07-09,2025-07-16,31700.0,31780.0,False,314.3333,80.0,6400.0,0.2545
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-07-09,2025-07-16,31700.0,30374.5863,False,314.3333,1325.4137,1756721.4509,4.2166
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-07-09,2025-07-16,31700.0,31559.6257,False,314.3333,140.3743,19704.9519,0.4466
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-07-16,2025-07-23,31383.0,31700.0,False,310.6719,317.0,100489.0,1.0204
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-07-16,2025-07-23,31383.0,30530.0678,False,310.6719,852.9322,727493.3575,2.7454
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-07-16,2025-07-23,31383.0,31500.9662,False,310.6719,117.9662,13916.0203,0.3797
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-07-23,2025-07-30,31320.0,31383.0,False,310.7692,63.0,3969.0,0.2027
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-07-23,2025-07-30,31320.0,30657.5319,False,310.7692,662.4681,438863.9375,2.1317
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-07-23,2025-07-30,31320.0,31200.6784,False,310.7692,119.3216,14237.6513,0.384
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-07-30,2025-08-06,31705.0,31320.0,False,307.0152,385.0,148225.0,1.254
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-07-30,2025-08-06,31705.0,30774.0109,False,307.0152,930.9891,866740.7884,3.0324
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-07-30,2025-08-06,31705.0,31151.7087,False,307.0152,553.2913,306131.2851,1.8022
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-08-06,2025-08-13,31763.0,31705.0,False,308.1791,58.0,3364.0,0.1882
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-08-06,2025-08-13,31763.0,30906.5759,False,308.1791,856.4241,733462.164,2.779
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-08-06,2025-08-13,31763.0,31544.1213,False,308.1791,218.8787,47907.8929,0.7102
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-08-13,2025-08-20,31629.0,31763.0,False,304.5,134.0,17956.0,0.4401
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-08-13,2025-08-20,31629.0,31035.2153,False,304.5,593.7847,352580.3174,1.95
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-08-13,2025-08-20,31629.0,31613.9973,False,304.5,15.0027,225.0818,0.0493
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-08-20,2025-08-27,31624.0,31629.0,False,302.029,5.0,25.0,0.0166
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-08-20,2025-08-27,31624.0,31149.2012,False,302.029,474.7988,225433.8604,1.572
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-08-20,2025-08-27,31624.0,31490.6722,False,302.029,133.3278,17776.2961,0.4414
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-08-27,2025-09-03,31639.0,31624.0,False,297.7857,15.0,225.0,0.0504
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-08-27,2025-09-03,31639.0,31256.7227,False,297.7857,382.2773,146135.9063,1.2837
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-08-27,2025-09-03,31639.0,31494.2638,False,297.7857,144.7362,20948.5627,0.486
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-09-03,2025-09-10,31563.0,31639.0,False,293.8028,76.0,5776.0,0.2587
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-09-03,2025-09-10,31563.0,31359.2899,False,293.8028,203.7101,41497.8024,0.6934
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-09-03,2025-09-10,31563.0,31516.6519,False,293.8028,46.3481,2148.1437,0.1578
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-09-10,2025-09-17,31723.0,31563.0,False,290.7778,160.0,25600.0,0.5502
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-09-10,2025-09-17,31723.0,31452.218,False,290.7778,270.782,73322.8717,0.9312
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-09-10,2025-09-17,31723.0,31448.3363,False,290.7778,274.6637,75440.128,0.9446
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-09-17,2025-09-24,31872.0,31723.0,False,288.9863,149.0,22201.0,0.5156
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-09-17,2025-09-24,31872.0,31548.8471,False,288.9863,323.1529,104427.8009,1.1182
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-09-17,2025-09-24,31872.0,31611.9802,False,288.9863,260.0198,67610.2867,0.8998
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-09-24,2025-10-01,31771.0,31872.0,False,287.0946,101.0,10201.0,0.3518
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-09-24,2025-10-01,31771.0,31648.3668,False,287.0946,122.6332,15038.8903,0.4272
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-09-24,2025-10-01,31771.0,31765.3122,False,287.0946,5.6878,32.3516,0.0198
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-10-01,2025-10-08,31646.0,31771.0,False,284.6133,125.0,15625.0,0.4392
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-10-01,2025-10-08,31646.0,31737.4463,False,284.6133,91.4463,8362.4287,0.3213
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-10-01,2025-10-08,31646.0,31670.7781,False,284.6133,24.7781,613.9558,0.0871
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-10-08,2025-10-15,31631.0,31646.0,False,282.5132,15.0,225.0,0.0531
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-10-08,2025-10-15,31631.0,31815.4467,False,282.5132,184.4467,34020.5796,0.6529
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-10-08,2025-10-15,31631.0,31552.2639,False,282.5132,78.7361,6199.377,0.2787
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-10-15,2025-10-22,31599.0,31631.0,False,279.039,32.0,1024.0,0.1147
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-10-15,2025-10-22,31599.0,31888.6474,False,279.039,289.6474,83895.5889,1.038
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-10-15,2025-10-22,31599.0,31541.5661,False,279.039,57.4339,3298.6552,0.2058
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-10-22,2025-10-29,31664.0,31599.0,False,275.8718,65.0,4225.0,0.2356
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-10-22,2025-10-29,31664.0,31956.4615,False,275.8718,292.4615,85533.7515,1.0601
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-10-22,2025-10-29,31664.0,31513.8444,False,275.8718,150.1556,22546.697,0.5443
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-10-29,2025-11-05,31420.0,31664.0,False,273.2025,244.0,59536.0,0.8931
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-10-29,2025-11-05,31420.0,32024.0434,False,273.2025,604.0434,364868.374,2.211
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-10-29,2025-11-05,31420.0,31580.8685,False,273.2025,160.8685,25878.6602,0.5888
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-11-05,2025-11-12,31411.0,31420.0,False,272.8375,9.0,81.0,0.033
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-11-05,2025-11-12,31411.0,32076.1481,False,272.8375,665.1481,442422.059,2.4379
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-11-05,2025-11-12,31411.0,31345.335,False,272.8375,65.665,4311.8906,0.2407
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-11-12,2025-11-19,31276.0,31411.0,False,269.5802,135.0,18225.0,0.5008
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-11-12,2025-11-19,31276.0,32125.0903,False,269.5802,849.0903,720954.3957,3.1497
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-11-12,2025-11-19,31276.0,31339.0549,False,269.5802,63.0549,3975.9189,0.2339
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-11-19,2025-11-26,31343.0,31276.0,False,267.939,67.0,4489.0,0.2501
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-11-19,2025-11-26,31343.0,32164.9724,False,267.939,821.9724,675638.5891,3.0678
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-11-19,2025-11-26,31343.0,31210.1409,False,267.939,132.8591,17651.5443,0.4959
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-11-26,2025-12-03,31108.0,31343.0,False,265.5181,235.0,55225.0,0.8851
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-11-26,2025-12-03,31108.0,32205.9022,False,265.5181,1097.9022,1205389.1972,4.1349
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-11-26,2025-12-03,31108.0,31277.0579,False,265.5181,169.0579,28580.5903,0.6367
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-12-03,2025-12-10,30893.0,31108.0,False,265.1548,215.0,46225.0,0.8108
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-12-03,2025-12-10,30893.0,32233.6168,False,265.1548,1340.6168,1797253.4225,5.056
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-12-03,2025-12-10,30893.0,31051.2826,False,265.1548,158.2826,25053.3927,0.5969
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-12-10,2025-12-17,30842.0,30893.0,False,264.5647,51.0,2601.0,0.1928
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-12-10,2025-12-17,30842.0,32249.742,False,264.5647,1407.742,1981737.5309,5.321
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-12-10,2025-12-17,30842.0,30845.4199,False,264.5647,3.4199,11.6954,0.0129
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2025-12-17,2026-01-07,30948.0,30842.0,True,262.0814,106.0,11236.0,0.4045
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2025-12-17,2026-01-07,30948.0,32262.4226,True,262.0814,1314.4226,1727706.8089,5.0153
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2025-12-17,2026-01-07,30948.0,30797.4685,True,262.0814,150.5315,22659.7307,0.5744
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-01-07,2026-01-14,30875.0,30948.0,False,260.2874,73.0,5329.0,0.2805
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-01-07,2026-01-14,30875.0,32278.9773,False,260.2874,1403.9773,1971152.1823,5.394
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-01-07,2026-01-14,30875.0,30900.2852,False,260.2874,25.2852,639.3411,0.0971
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-01-14,2026-01-21,30830.0,30875.0,False,258.1591,45.0,2025.0,0.1743
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-01-14,2026-01-21,30830.0,32291.1713,False,258.1591,1461.1713,2135021.7091,5.66
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-01-14,2026-01-21,30830.0,30831.1538,False,258.1591,1.1538,1.3313,0.0045
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-01-21,2026-01-28,30715.0,30830.0,False,255.764,115.0,13225.0,0.4496
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-01-21,2026-01-28,30715.0,32300.4729,False,255.764,1585.4729,2513724.3447,6.199
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-01-21,2026-01-28,30715.0,30788.859,False,255.764,73.859,5455.1471,0.2888
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-01-28,2026-02-04,30714.0,30715.0,False,254.2,1.0,1.0,0.0039
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-01-28,2026-02-04,30714.0,32303.9538,False,254.2,1589.9538,2527953.2329,6.2547
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-01-28,2026-02-04,30714.0,30679.3955,False,254.2,34.6045,1197.4701,0.1361
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-02-04,2026-02-11,30555.0,30714.0,False,251.4176,159.0,25281.0,0.6324
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-02-04,2026-02-11,30555.0,32306.8612,False,251.4176,1751.8612,3069017.6781,6.9679
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-02-04,2026-02-11,30555.0,30679.1001,False,251.4176,124.1001,15400.8328,0.4936
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-02-11,2026-02-18,30201.0,30555.0,False,250.413,354.0,125316.0,1.4137
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-02-11,2026-02-18,30201.0,32302.4331,False,250.413,2101.4331,4416021.2685,8.3919
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-02-11,2026-02-18,30201.0,30527.5956,False,250.413,326.5956,106664.6763,1.3042
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-02-18,2026-02-25,30066.0,30201.0,False,251.5269,135.0,18225.0,0.5367
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-02-18,2026-02-25,30066.0,32282.7289,False,251.5269,2216.7289,4913886.9939,8.8131
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-02-18,2026-02-25,30066.0,30190.333,False,251.5269,124.333,15458.7052,0.4943
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-02-25,2026-03-04,30035.0,30066.0,False,250.2872,31.0,961.0,0.1239
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-02-25,2026-03-04,30035.0,32257.6994,False,250.2872,2222.6994,4940392.801,8.8806
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-02-25,2026-03-04,30035.0,30062.0942,False,250.2872,27.0942,734.0931,0.1083
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-03-04,2026-03-11,29977.0,30035.0,False,247.9789,58.0,3364.0,0.2339
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-03-04,2026-03-11,29977.0,32231.9351,False,247.9789,2254.9351,5084732.2498,9.0933
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-03-04,2026-03-11,29977.0,30032.6942,False,247.9789,55.6942,3101.8427,0.2246
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-03-11,2026-03-18,29945.0,29977.0,False,246.0,32.0,1024.0,0.1301
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-03-11,2026-03-18,29945.0,32204.364,False,246.0,2259.364,5104725.8941,9.1844
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-03-11,2026-03-18,29945.0,29977.648,False,246.0,32.648,1065.8909,0.1327
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-03-18,2026-03-25,30229.0,29945.0,False,243.7938,284.0,80656.0,1.1649
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-03-18,2026-03-25,30229.0,32176.1378,False,243.7938,1947.1378,3791345.6422,7.9868
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-03-18,2026-03-25,30229.0,29947.2695,False,243.7938,281.7305,79372.0787,1.1556
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-03-25,2026-04-08,29859.0,30229.0,True,244.2041,370.0,136900.0,1.5151
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-03-25,2026-04-08,29859.0,32160.061,True,244.2041,2301.061,5294881.8102,9.4227
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-03-25,2026-04-08,29859.0,30216.8706,True,244.2041,357.8706,128071.3967,1.4655
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-04-08,2026-04-15,29864.0,29859.0,False,245.4747,5.0,25.0,0.0204
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-04-08,2026-04-15,29864.0,32129.4339,False,245.4747,2265.4339,5132190.9338,9.2288
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-04-08,2026-04-15,29864.0,29865.6684,False,245.4747,1.6684,2.7836,0.0068
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-04-15,2026-04-29,30164.0,29864.0,True,243.07,300.0,90000.0,1.2342
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-04-15,2026-04-29,30164.0,32099.7622,True,243.07,1935.7622,3747175.2106,7.9638
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-04-15,2026-04-29,30164.0,29870.3308,True,243.07,293.6692,86241.5816,1.2082
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-04-29,2026-05-06,30026.0,30164.0,False,243.6337,138.0,19044.0,0.5664
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-04-29,2026-05-06,30026.0,32082.5789,False,243.6337,2056.5789,4229516.8407,8.4413
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-04-29,2026-05-06,30026.0,30154.7138,False,243.6337,128.7138,16567.2422,0.5283
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-05-06,2026-05-13,30346.0,30026.0,False,242.598,320.0,102400.0,1.3191
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-05-06,2026-05-13,30346.0,32060.3352,False,242.598,1714.3352,2938945.3048,7.0666
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-05-06,2026-05-13,30346.0,30023.8623,False,242.598,322.1377,103772.7106,1.3279
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-05-13,2026-05-20,30447.0,30346.0,False,243.3495,101.0,10201.0,0.415
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-05-13,2026-05-20,30447.0,32050.8708,False,243.3495,1603.8708,2572401.5402,6.5908
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-05-13,2026-05-20,30447.0,30327.5518,False,243.3495,119.4482,14267.8639,0.4909
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-05-20,2026-05-27,30870.0,30447.0,False,241.9808,423.0,178929.0,1.7481
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-05-20,2026-05-27,30870.0,32045.3005,False,241.9808,1175.3005,1381331.3815,4.857
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-05-20,2026-05-27,30870.0,30423.8271,False,241.9808,446.1729,199070.2193,1.8438
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-05-27,2026-06-03,30293.0,30870.0,False,243.7048,577.0,332929.0,2.3676
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-05-27,2026-06-03,30293.0,32055.6146,False,243.7048,1762.6146,3106810.0704,7.2326
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-05-27,2026-06-03,30293.0,30827.1197,False,243.7048,534.1197,285283.8344,2.1917
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-06-03,2026-06-17,30068.0,30293.0,True,246.8491,225.0,50625.0,0.9115
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-06-03,2026-06-17,30068.0,32043.7656,True,246.8491,1975.7656,3903649.9029,8.0039
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-06-03,2026-06-17,30068.0,30277.7739,True,246.8491,209.7739,44005.0746,0.8498
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-06-17,2026-06-24,29952.0,30068.0,False,246.6449,116.0,13456.0,0.4703
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-06-17,2026-06-24,29952.0,32023.7172,False,246.6449,2071.7172,4292012.17,8.3996
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-06-17,2026-06-24,29952.0,30064.527,False,246.6449,112.527,12662.3154,0.4562
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-06-24,2026-07-01,29643.0,29952.0,False,245.4352,309.0,95481.0,1.259
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-06-24,2026-07-01,29643.0,31999.8119,False,245.4352,2356.8119,5554562.4574,9.6026
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-06-24,2026-07-01,29643.0,29954.6976,False,245.4352,311.6976,97155.4013,1.27
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-07-01,2026-07-08,29577.0,29643.0,False,246.0183,66.0,4356.0,0.2683
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-07-01,2026-07-08,29577.0,31965.194,False,246.0183,2388.194,5703470.5577,9.7074
izhodiscna,1010P,Dermatološki pregled - prvi,1,ar1,2026-07-01,2026-07-08,29577.0,29662.3587,False,246.0183,85.3587,7286.1062,0.347
izhodiscna,1010P,Dermatološki pregled - prvi,1,naivni,2026-07-08,2026-07-15,29233.0,29577.0,False,244.3818,344.0,118336.0,1.4076
izhodiscna,1010P,Dermatološki pregled - prvi,1,lin,2026-07-08,2026-07-15,29233.0,31929.0591,False,244.3818,2696.0591,7268734.8425,11.0322
