vzs,naziv,horizont,model,izvor,cilj,y_true,y_pred,opazovan,mase_scale
1018P,Kardiološki pregled - prvi,4,lin,2025-09-24,2025-10-22,16671.0,17274.891800182937,True,165.35064935064935
1018P,Kardiološki pregled - prvi,4,ar1,2025-09-24,2025-10-22,16671.0,17702.513734467007,True,165.35064935064935
1018P,Kardiološki pregled - prvi,4,naivni,2025-10-01,2025-10-29,16787.0,17322.0,True,169.06410256410257
1018P,Kardiološki pregled - prvi,4,lin,2025-10-01,2025-10-29,16787.0,17265.239690847135,True,169.06410256410257
1018P,Kardiološki pregled - prvi,4,ar1,2025-10-01,2025-10-29,16787.0,17291.63210795357,True,169.06410256410257
1018P,Kardiološki pregled - prvi,4,naivni,2025-10-08,2025-11-05,16613.0,17132.0,True,169.32911392405063
1018P,Kardiološki pregled - prvi,4,lin,2025-10-08,2025-11-05,16613.0,17246.075421940925,True,169.32911392405063
1018P,Kardiološki pregled - prvi,4,ar1,2025-10-08,2025-11-05,16613.0,17118.15187444487,True,169.32911392405063
1018P,Kardiološki pregled - prvi,4,naivni,2025-10-15,2025-11-12,16567.0,16998.0,True,168.8875
1018P,Kardiološki pregled - prvi,4,lin,2025-10-15,2025-11-12,16567.0,17220.86555254442,True,168.8875
1018P,Kardiološki pregled - prvi,4,ar1,2025-10-15,2025-11-12,16567.0,16994.215638636473,True,168.8875
1018P,Kardiološki pregled - prvi,4,naivni,2025-10-22,2025-11-19,16393.0,16671.0,True,170.8395061728395
1018P,Kardiološki pregled - prvi,4,lin,2025-10-22,2025-11-19,16393.0,17180.0310292661,True,170.8395061728395
1018P,Kardiološki pregled - prvi,4,ar1,2025-10-22,2025-11-19,16393.0,16685.57980365491,True,170.8395061728395
1018P,Kardiološki pregled - prvi,4,naivni,2025-10-29,2025-11-26,16340.0,16787.0,True,170.17073170731706
1018P,Kardiološki pregled - prvi,4,lin,2025-10-29,2025-11-26,16340.0,17146.946990050797,True,170.17073170731706
1018P,Kardiološki pregled - prvi,4,ar1,2025-10-29,2025-11-26,16340.0,16796.924076001957,True,170.17073170731706
1018P,Kardiološki pregled - prvi,4,naivni,2025-11-05,2025-12-03,16279.0,16613.0,True,170.21686746987953
1018P,Kardiološki pregled - prvi,4,lin,2025-11-05,2025-12-03,16279.0,17106.64551651986,True,170.21686746987953
1018P,Kardiološki pregled - prvi,4,ar1,2025-11-05,2025-12-03,16279.0,16630.014503920233,True,170.21686746987953
1018P,Kardiološki pregled - prvi,4,naivni,2025-11-12,2025-12-10,16212.0,16567.0,True,168.73809523809524
1018P,Kardiološki pregled - prvi,4,lin,2025-11-12,2025-12-10,16212.0,17065.864705882348,True,168.73809523809524
1018P,Kardiološki pregled - prvi,4,ar1,2025-11-12,2025-12-10,16212.0,16584.799809478995,True,168.73809523809524
1018P,Kardiološki pregled - prvi,4,naivni,2025-11-19,2025-12-17,15945.0,16393.0,True,168.8
1018P,Kardiološki pregled - prvi,4,lin,2025-11-19,2025-12-17,15945.0,17018.3726685221,True,168.8
1018P,Kardiološki pregled - prvi,4,ar1,2025-11-19,2025-12-17,15945.0,16413.075886413662,True,168.8
1018P,Kardiološki pregled - prvi,4,naivni,2025-11-26,2025-12-24,15929.0,16340.0,False,167.45348837209303
1018P,Kardiološki pregled - prvi,4,lin,2025-11-26,2025-12-24,15929.0,16970.38059524677,False,167.45348837209303
1018P,Kardiološki pregled - prvi,4,ar1,2025-11-26,2025-12-24,15929.0,16359.3478892005,False,167.45348837209303
1018P,Kardiološki pregled - prvi,4,naivni,2025-12-03,2025-12-31,15913.0,16279.0,False,166.22988505747125
1018P,Kardiološki pregled - prvi,4,lin,2025-12-03,2025-12-31,15913.0,16921.53704519038,False,166.22988505747125
1018P,Kardiološki pregled - prvi,4,ar1,2025-12-03,2025-12-31,15913.0,16297.234652737137,False,166.22988505747125
1018P,Kardiološki pregled - prvi,4,naivni,2025-12-10,2026-01-07,15897.0,16212.0,True,165.10227272727272
1018P,Kardiološki pregled - prvi,4,lin,2025-12-10,2026-01-07,15897.0,16871.607456588357,True,165.10227272727272
1018P,Kardiološki pregled - prvi,4,ar1,2025-12-10,2026-01-07,15897.0,16228.595492002343,True,165.10227272727272
1018P,Kardiološki pregled - prvi,4,naivni,2025-12-17,2026-01-14,15901.0,15945.0,True,166.24719101123594
1018P,Kardiološki pregled - prvi,4,lin,2025-12-17,2026-01-14,15901.0,16811.323540629153,True,166.24719101123594
1018P,Kardiološki pregled - prvi,4,ar1,2025-12-17,2026-01-14,15901.0,15951.492792657891,True,166.24719101123594
1018P,Kardiološki pregled - prvi,4,naivni,2025-12-24,2026-01-21,16004.0,15929.0,True,164.57777777777778
1018P,Kardiološki pregled - prvi,4,lin,2025-12-24,2026-01-21,16004.0,16752.79210861604,True,164.57777777777778
1018P,Kardiološki pregled - prvi,4,ar1,2025-12-24,2026-01-21,16004.0,15934.191536326167,True,164.57777777777778
1018P,Kardiološki pregled - prvi,4,naivni,2025-12-31,2026-01-28,16267.0,15913.0,True,162.94505494505495
1018P,Kardiološki pregled - prvi,4,lin,2025-12-31,2026-01-28,16267.0,16695.92921874758,True,162.94505494505495
1018P,Kardiološki pregled - prvi,4,ar1,2025-12-31,2026-01-28,16267.0,15916.987780166137,True,162.94505494505495
1018P,Kardiološki pregled - prvi,4,naivni,2026-01-07,2026-02-04,16388.0,15897.0,True,161.34782608695653
1018P,Kardiološki pregled - prvi,4,lin,2026-01-07,2026-02-04,16388.0,16640.655749853286,True,161.34782608695653
1018P,Kardiološki pregled - prvi,4,ar1,2026-01-07,2026-02-04,16388.0,15899.872508246732,True,161.34782608695653
1018P,Kardiološki pregled - prvi,4,naivni,2026-01-14,2026-02-11,16379.0,15901.0,True,159.65591397849462
1018P,Kardiološki pregled - prvi,4,lin,2026-01-14,2026-02-11,16379.0,16587.788455008493,True,159.65591397849462
1018P,Kardiološki pregled - prvi,4,ar1,2026-01-14,2026-02-11,16379.0,15903.994642568434,True,159.65591397849462
1018P,Kardiološki pregled - prvi,4,naivni,2026-01-21,2026-02-18,16714.0,16004.0,True,159.0531914893617
1018P,Kardiološki pregled - prvi,4,lin,2026-01-21,2026-02-18,16714.0,16541.57705067189,True,159.0531914893617
1018P,Kardiološki pregled - prvi,4,ar1,2026-01-21,2026-02-18,16714.0,16011.542240702027,True,159.0531914893617
1018P,Kardiološki pregled - prvi,4,naivni,2026-01-28,2026-02-25,16733.0,16267.0,True,160.14736842105262
1018P,Kardiološki pregled - prvi,4,lin,2026-01-28,2026-02-25,16733.0,16508.678293995286,True,160.14736842105262
1018P,Kardiološki pregled - prvi,4,ar1,2026-01-28,2026-02-25,16733.0,16278.3224942648,True,160.14736842105262
1018P,Kardiološki pregled - prvi,4,naivni,2026-02-04,2026-03-04,16860.0,16388.0,True,159.73958333333334
1018P,Kardiološki pregled - prvi,4,lin,2026-02-04,2026-03-04,16860.0,16482.331895644864,True,159.73958333333334
1018P,Kardiološki pregled - prvi,4,ar1,2026-02-04,2026-03-04,16860.0,16396.912429094216,True,159.73958333333334
1018P,Kardiološki pregled - prvi,4,naivni,2026-02-11,2026-03-11,16931.0,16379.0,True,158.18556701030928
1018P,Kardiološki pregled - prvi,4,lin,2026-02-11,2026-03-11,16931.0,16456.68096704474,True,158.18556701030928
1018P,Kardiološki pregled - prvi,4,ar1,2026-02-11,2026-03-11,16931.0,16387.98548665496,True,158.18556701030928
1018P,Kardiološki pregled - prvi,4,naivni,2026-02-18,2026-03-18,16741.0,16714.0,True,159.98979591836735
1018P,Kardiološki pregled - prvi,4,lin,2026-02-18,2026-03-18,16741.0,16446.21798598227,True,159.98979591836735
1018P,Kardiološki pregled - prvi,4,ar1,2026-02-18,2026-03-18,16741.0,16708.748529543947,True,159.98979591836735
1018P,Kardiološki pregled - prvi,4,naivni,2026-02-25,2026-03-25,16886.0,16733.0,True,158.56565656565655
1018P,Kardiološki pregled - prvi,4,lin,2026-02-25,2026-03-25,16886.0,16437.034557455747,True,158.56565656565655
1018P,Kardiološki pregled - prvi,4,ar1,2026-02-25,2026-03-25,16886.0,16726.608972613132,True,158.56565656565655
1018P,Kardiološki pregled - prvi,4,naivni,2026-03-04,2026-04-01,16744.5,16860.0,False,158.25
1018P,Kardiološki pregled - prvi,4,lin,2026-03-04,2026-04-01,16744.5,16433.53701805475,False,158.25
1018P,Kardiološki pregled - prvi,4,ar1,2026-03-04,2026-04-01,16744.5,16844.95637801478,False,158.25
1018P,Kardiološki pregled - prvi,4,naivni,2026-03-11,2026-04-08,16603.0,16931.0,True,157.3861386138614
1018P,Kardiološki pregled - prvi,4,lin,2026-03-11,2026-04-08,16603.0,16433.173618846748,True,157.3861386138614
1018P,Kardiološki pregled - prvi,4,ar1,2026-03-11,2026-04-08,16603.0,16910.72399114879,True,157.3861386138614
1018P,Kardiološki pregled - prvi,4,naivni,2026-03-18,2026-04-15,16708.0,16741.0,True,157.7058823529412
1018P,Kardiološki pregled - prvi,4,lin,2026-03-18,2026-04-15,16708.0,16425.22731516058,True,157.7058823529412
1018P,Kardiološki pregled - prvi,4,ar1,2026-03-18,2026-04-15,16708.0,16735.50839762572,True,157.7058823529412
1018P,Kardiološki pregled - prvi,4,naivni,2026-03-25,2026-04-22,16887.5,16886.0,False,157.58252427184465
1018P,Kardiološki pregled - prvi,4,lin,2026-03-25,2026-04-22,16887.5,16423.471908673855,False,157.58252427184465
1018P,Kardiološki pregled - prvi,4,ar1,2026-03-25,2026-04-22,16887.5,16870.001394945462,False,157.58252427184465
1018P,Kardiološki pregled - prvi,4,naivni,2026-04-01,2026-04-29,17067.0,16744.5,True,157.4278846153846
1018P,Kardiološki pregled - prvi,4,lin,2026-04-01,2026-04-29,17067.0,16416.25533208929,True,157.4278846153846
1018P,Kardiološki pregled - prvi,4,ar1,2026-04-01,2026-04-29,17067.0,16739.59969936193,True,157.4278846153846
1018P,Kardiološki pregled - prvi,4,naivni,2026-04-08,2026-05-06,16765.0,16603.0,True,157.27619047619046
1018P,Kardiološki pregled - prvi,4,lin,2026-04-08,2026-05-06,16765.0,16403.81534120967,True,157.27619047619046
1018P,Kardiološki pregled - prvi,4,ar1,2026-04-08,2026-05-06,16765.0,16607.935095772085,True,157.27619047619046
1018P,Kardiološki pregled - prvi,4,naivni,2026-04-15,2026-05-13,16896.0,16708.0,True,156.78301886792454
1018P,Kardiološki pregled - prvi,4,lin,2026-04-15,2026-05-13,16896.0,16395.976459178266,True,156.78301886792454
1018P,Kardiološki pregled - prvi,4,ar1,2026-04-15,2026-05-13,16896.0,16705.962207963472,True,156.78301886792454
1018P,Kardiološki pregled - prvi,4,naivni,2026-04-22,2026-05-20,16788.0,16887.5,True,156.99532710280374
1018P,Kardiološki pregled - prvi,4,lin,2026-04-22,2026-05-20,16788.0,16395.413913420405,True,156.99532710280374
1018P,Kardiološki pregled - prvi,4,ar1,2026-04-22,2026-05-20,16788.0,16871.92418140044,True,156.99532710280374
1018P,Kardiološki pregled - prvi,4,naivni,2026-04-29,2026-05-27,16843.0,17067.0,True,157.2037037037037
1018P,Kardiološki pregled - prvi,4,lin,2026-04-29,2026-05-27,16843.0,16401.8175145955,True,157.2037037037037
1018P,Kardiološki pregled - prvi,4,ar1,2026-04-29,2026-05-27,16843.0,17036.15145653441,True,157.2037037037037
1018P,Kardiološki pregled - prvi,4,naivni,2026-05-06,2026-06-03,16753.0,16765.0,True,158.5321100917431
1018P,Kardiološki pregled - prvi,4,lin,2026-05-06,2026-06-03,16753.0,16396.673613146093,True,158.5321100917431
1018P,Kardiološki pregled - prvi,4,ar1,2026-05-06,2026-06-03,16753.0,16761.144755947942,True,158.5321100917431
1018P,Kardiološki pregled - prvi,4,naivni,2026-05-13,2026-06-10,16736.0,16896.0,False,158.28181818181818
1018P,Kardiološki pregled - prvi,4,lin,2026-05-13,2026-06-10,16736.0,16396.69310869311,False,158.28181818181818
1018P,Kardiološki pregled - prvi,4,ar1,2026-05-13,2026-06-10,16736.0,16881.42283494959,False,158.28181818181818
1018P,Kardiološki pregled - prvi,4,naivni,2026-05-20,2026-06-17,16719.0,16788.0,True,157.82882882882882
1018P,Kardiološki pregled - prvi,4,lin,2026-05-20,2026-06-17,16719.0,16392.78598549561,True,157.82882882882882
1018P,Kardiološki pregled - prvi,4,ar1,2026-05-20,2026-06-17,16719.0,16782.848785925384,True,157.82882882882882
1018P,Kardiološki pregled - prvi,4,naivni,2026-05-27,2026-06-24,16949.0,16843.0,True,156.91071428571428
1018P,Kardiološki pregled - prvi,4,lin,2026-05-27,2026-06-24,16949.0,16391.109704571165,True,156.91071428571428
1018P,Kardiološki pregled - prvi,4,ar1,2026-05-27,2026-06-24,16949.0,16833.31097779393,True,156.91071428571428
1018P,Kardiološki pregled - prvi,4,naivni,2026-06-03,2026-07-01,16760.0,16753.0,True,156.31858407079645
1018P,Kardiološki pregled - prvi,4,lin,2026-06-03,2026-07-01,16760.0,16386.286006763727,True,156.31858407079645
1018P,Kardiološki pregled - prvi,4,ar1,2026-06-03,2026-07-01,16760.0,16751.03679373015,True,156.31858407079645
1018P,Kardiološki pregled - prvi,4,naivni,2026-06-10,2026-07-08,16806.0,16736.0,True,155.09649122807016
1018P,Kardiološki pregled - prvi,4,lin,2026-06-10,2026-07-08,16806.0,16381.078252978761,True,155.09649122807016
1018P,Kardiološki pregled - prvi,4,ar1,2026-06-10,2026-07-08,16806.0,16735.446705118076,True,155.09649122807016
1018P,Kardiološki pregled - prvi,4,naivni,2026-06-17,2026-07-15,16912.0,16719.0,True,153.89565217391305
1018P,Kardiološki pregled - prvi,4,lin,2026-06-17,2026-07-15,16912.0,16375.50103217622,True,153.89565217391305
1018P,Kardiološki pregled - prvi,4,ar1,2026-06-17,2026-07-15,16912.0,16719.83209058612,True,153.89565217391305
1941,UZ vratnih žil,1,naivni,2025-03-26,2025-04-02,24669.0,24488.0,True,245.2941176470588
1941,UZ vratnih žil,1,lin,2025-03-26,2025-04-02,24669.0,22799.09502262444,True,245.2941176470588
1941,UZ vratnih žil,1,ar1,2025-03-26,2025-04-02,24669.0,24746.502671122573,True,245.2941176470588
1941,UZ vratnih žil,1,naivni,2025-04-02,2025-04-09,25404.0,24669.0,True,244.05769230769232
1941,UZ vratnih žil,1,lin,2025-04-02,2025-04-09,25404.0,23030.60595065312,True,244.05769230769232
1941,UZ vratnih žil,1,ar1,2025-04-02,2025-04-09,25404.0,24920.95934670444,True,244.05769230769232
1941,UZ vratnih žil,1,naivni,2025-04-09,2025-04-16,25659.0,25404.0,True,253.32075471698113
1941,UZ vratnih žil,1,lin,2025-04-09,2025-04-16,25659.0,23300.719077568127,True,253.32075471698113
1941,UZ vratnih žil,1,ar1,2025-04-09,2025-04-16,25659.0,25755.22276466972,True,253.32075471698113
1941,UZ vratnih žil,1,naivni,2025-04-16,2025-04-23,25944.0,25659.0,True,253.35185185185185
1941,UZ vratnih žil,1,lin,2025-04-16,2025-04-23,25944.0,23571.331313131315,True,253.35185185185185
1941,UZ vratnih žil,1,ar1,2025-04-16,2025-04-23,25944.0,26005.259146703094,True,253.35185185185185
1941,UZ vratnih žil,1,naivni,2025-04-23,2025-04-30,26313.0,25944.0,True,253.92727272727274
1941,UZ vratnih žil,1,lin,2025-04-23,2025-04-30,26313.0,23844.502597402607,True,253.92727272727274
1941,UZ vratnih žil,1,ar1,2025-04-23,2025-04-30,26313.0,26292.182722510977,True,253.92727272727274
1941,UZ vratnih žil,1,naivni,2025-04-30,2025-05-07,26339.0,26313.0,True,255.98214285714286
1941,UZ vratnih žil,1,lin,2025-04-30,2025-05-07,26339.0,24125.885338345863,True,255.98214285714286
1941,UZ vratnih žil,1,ar1,2025-04-30,2025-05-07,26339.0,26678.433498223036,True,255.98214285714286
1941,UZ vratnih žil,1,naivni,2025-05-07,2025-05-14,26820.0,26339.0,True,251.94736842105263
1941,UZ vratnih žil,1,lin,2025-05-07,2025-05-14,26820.0,24391.148820326685,True,251.94736842105263
1941,UZ vratnih žil,1,ar1,2025-05-07,2025-05-14,26820.0,26659.036828485336,True,251.94736842105263
1941,UZ vratnih žil,1,naivni,2025-05-14,2025-05-21,27120.0,26820.0,True,255.89655172413794
1941,UZ vratnih žil,1,lin,2025-05-14,2025-05-21,27120.0,24672.331969608418,True,255.89655172413794
1941,UZ vratnih žil,1,ar1,2025-05-14,2025-05-21,27120.0,27176.101523605885,True,255.89655172413794
1941,UZ vratnih žil,1,naivni,2025-05-21,2025-05-28,27516.0,27120.0,True,256.64406779661016
1941,UZ vratnih žil,1,lin,2025-05-21,2025-05-28,27516.0,24956.141807909593,True,256.64406779661016
1941,UZ vratnih žil,1,ar1,2025-05-21,2025-05-28,27516.0,27479.276354260954,True,256.64406779661016
1941,UZ vratnih žil,1,naivni,2025-05-28,2025-06-04,28048.0,27516.0,True,258.96666666666664
1941,UZ vratnih žil,1,lin,2025-05-28,2025-06-04,28048.0,25248.64590163935,True,258.96666666666664
1941,UZ vratnih žil,1,ar1,2025-05-28,2025-06-04,28048.0,27893.153808186256,True,258.96666666666664
1941,UZ vratnih žil,1,naivni,2025-06-04,2025-06-11,27454.0,28048.0,True,263.44262295081967
1941,UZ vratnih žil,1,lin,2025-06-04,2025-06-11,27454.0,25557.955050237986,True,263.44262295081967
1941,UZ vratnih žil,1,ar1,2025-06-04,2025-06-11,27454.0,28462.73844658977,True,263.44262295081967
1941,UZ vratnih žil,1,naivni,2025-06-11,2025-06-18,28281.0,27454.0,True,268.7741935483871
1941,UZ vratnih žil,1,lin,2025-06-11,2025-06-18,28281.0,25811.34459805428,True,268.7741935483871
1941,UZ vratnih žil,1,ar1,2025-06-11,2025-06-18,28281.0,27736.516606523015,True,268.7741935483871
1941,UZ vratnih žil,1,naivni,2025-06-18,2025-06-25,28320.0,28281.0,False,277.63492063492066
1941,UZ vratnih žil,1,lin,2025-06-18,2025-06-25,28320.0,26101.52529761904,False,277.63492063492066
1941,UZ vratnih žil,1,ar1,2025-06-18,2025-06-25,28320.0,28636.78478087411,False,277.63492063492066
1941,UZ vratnih žil,1,naivni,2025-06-25,2025-07-02,28359.0,28320.0,True,273.90625
1941,UZ vratnih žil,1,lin,2025-06-25,2025-07-02,28359.0,26377.43605769232,True,273.90625
1941,UZ vratnih žil,1,ar1,2025-06-25,2025-07-02,28359.0,28644.218205676723,True,273.90625
1941,UZ vratnih žil,1,naivni,2025-07-02,2025-07-09,28353.0,28359.0,True,270.2923076923077
1941,UZ vratnih žil,1,lin,2025-07-02,2025-07-09,28353.0,26640.022843822837,True,270.2923076923077
1941,UZ vratnih žil,1,ar1,2025-07-02,2025-07-09,28353.0,28657.24433304509,True,270.2923076923077
1941,UZ vratnih žil,1,naivni,2025-07-09,2025-07-16,27558.0,28353.0,True,266.2878787878788
1941,UZ vratnih žil,1,lin,2025-07-09,2025-07-16,27558.0,26887.470827679776,True,266.2878787878788
1941,UZ vratnih žil,1,ar1,2025-07-09,2025-07-16,27558.0,28624.79286474522,True,266.2878787878788
1941,UZ vratnih žil,1,naivni,2025-07-16,2025-07-23,28572.0,27558.0,True,274.17910447761193
1941,UZ vratnih žil,1,lin,2025-07-16,2025-07-23,28572.0,27074.350307287077,True,274.17910447761193
1941,UZ vratnih žil,1,ar1,2025-07-16,2025-07-23,28572.0,27739.585641542802,True,274.17910447761193
1941,UZ vratnih žil,1,naivni,2025-07-23,2025-07-30,28431.0,28572.0,True,285.05882352941177
1941,UZ vratnih žil,1,lin,2025-07-23,2025-07-30,28431.0,27309.464620630864,True,285.05882352941177
1941,UZ vratnih žil,1,ar1,2025-07-23,2025-07-30,28431.0,28817.870070407505,True,285.05882352941177
1941,UZ vratnih žil,1,naivni,2025-07-30,2025-08-06,28707.0,28431.0,True,282.9710144927536
1941,UZ vratnih žil,1,lin,2025-07-30,2025-08-06,28707.0,27523.70683229813,True,282.9710144927536
1941,UZ vratnih žil,1,ar1,2025-07-30,2025-08-06,28707.0,28647.146870309298,True,282.9710144927536
1941,UZ vratnih žil,1,naivni,2025-08-06,2025-08-13,28723.0,28707.0,True,282.87142857142857
1941,UZ vratnih žil,1,lin,2025-08-06,2025-08-13,28723.0,27741.879678068413,True,282.87142857142857
1941,UZ vratnih žil,1,ar1,2025-08-06,2025-08-13,28723.0,28930.00239417043,True,282.87142857142857
1941,UZ vratnih žil,1,naivni,2025-08-13,2025-08-20,27115.0,28723.0,True,279.11267605633805
1941,UZ vratnih žil,1,lin,2025-08-13,2025-08-20,27115.0,27949.283646322358,True,279.11267605633805
1941,UZ vratnih žil,1,ar1,2025-08-13,2025-08-20,27115.0,28932.486601132015,True,279.11267605633805
1941,UZ vratnih žil,1,naivni,2025-08-20,2025-08-27,28635.0,27115.0,True,297.56944444444446
1941,UZ vratnih žil,1,lin,2025-08-20,2025-08-27,28635.0,28057.58675799086,True,297.56944444444446
1941,UZ vratnih žil,1,ar1,2025-08-20,2025-08-27,28635.0,27219.367131494077,True,297.56944444444446
1941,UZ vratnih žil,1,naivni,2025-08-27,2025-09-03,28217.0,28635.0,True,314.3150684931507
1941,UZ vratnih žil,1,lin,2025-08-27,2025-09-03,28217.0,28241.888930025914,True,314.3150684931507
1941,UZ vratnih žil,1,ar1,2025-08-27,2025-09-03,28217.0,28799.324195959474,True,314.3150684931507
1941,UZ vratnih žil,1,naivni,2025-09-03,2025-09-10,27994.0,28217.0,True,315.7162162162162
1941,UZ vratnih žil,1,lin,2025-09-03,2025-09-10,27994.0,28394.27639639639,True,315.7162162162162
1941,UZ vratnih žil,1,ar1,2025-09-03,2025-09-10,27994.0,28349.63046159807,True,315.7162162162162
1941,UZ vratnih žil,1,naivni,2025-09-10,2025-09-17,27862.0,27994.0,True,314.48
1941,UZ vratnih žil,1,lin,2025-09-10,2025-09-17,27862.0,28526.89789473683,True,314.48
1941,UZ vratnih žil,1,ar1,2025-09-10,2025-09-17,27862.0,28110.50005265583,True,314.48
1941,UZ vratnih žil,1,naivni,2025-09-17,2025-09-24,27586.0,27862.0,True,312.07894736842104
1941,UZ vratnih žil,1,lin,2025-09-17,2025-09-24,27586.0,28645.636021872862,True,312.07894736842104
1941,UZ vratnih žil,1,ar1,2025-09-17,2025-09-24,27586.0,27968.462907454108,True,312.07894736842104
1941,UZ vratnih žil,1,naivni,2025-09-24,2025-10-01,27884.0,27586.0,True,311.61038961038963
1941,UZ vratnih žil,1,lin,2025-09-24,2025-10-01,27884.0,28743.909756909758,True,311.61038961038963
1941,UZ vratnih žil,1,ar1,2025-09-24,2025-10-01,27884.0,27679.079292336803,True,311.61038961038963
1941,UZ vratnih žil,1,naivni,2025-10-01,2025-10-08,28060.0,27884.0,True,311.43589743589746
1941,UZ vratnih žil,1,lin,2025-10-01,2025-10-08,28060.0,28851.952288218123,True,311.43589743589746
1941,UZ vratnih žil,1,ar1,2025-10-01,2025-10-08,28060.0,27982.707398622464,True,311.43589743589746
1941,UZ vratnih žil,1,naivni,2025-10-08,2025-10-15,27955.0,28060.0,True,309.72151898734177
1941,UZ vratnih žil,1,lin,2025-10-08,2025-10-15,27955.0,28963.12056962025,True,309.72151898734177
1941,UZ vratnih žil,1,ar1,2025-10-08,2025-10-15,27955.0,28160.651609973324,True,309.72151898734177
1941,UZ vratnih žil,1,naivni,2025-10-15,2025-10-22,28289.0,27955.0,True,307.1625
1941,UZ vratnih žil,1,lin,2025-10-15,2025-10-22,28289.0,29063.369444444448,True,307.1625
1941,UZ vratnih žil,1,ar1,2025-10-15,2025-10-22,28289.0,28048.615043713504,True,307.1625
1941,UZ vratnih žil,1,naivni,2025-10-22,2025-10-29,28694.0,28289.0,True,307.4938271604938
1941,UZ vratnih žil,1,lin,2025-10-22,2025-10-29,28694.0,29174.71725383919,True,307.4938271604938
1941,UZ vratnih žil,1,ar1,2025-10-22,2025-10-29,28694.0,28389.33720688836,True,307.4938271604938
1941,UZ vratnih žil,1,naivni,2025-10-29,2025-11-05,28325.0,28694.0,True,308.6829268292683
1941,UZ vratnih žil,1,lin,2025-10-29,2025-11-05,28325.0,29299.98942109903,True,308.6829268292683
1941,UZ vratnih žil,1,ar1,2025-10-29,2025-11-05,28325.0,28804.055584403603,True,308.6829268292683
1941,UZ vratnih žil,1,naivni,2025-11-05,2025-11-12,28115.0,28325.0,True,309.4096385542169
1941,UZ vratnih žil,1,lin,2025-11-05,2025-11-12,28115.0,29401.586919104993,True,309.4096385542169
1941,UZ vratnih žil,1,ar1,2025-11-05,2025-11-12,28115.0,28418.512060131947,True,309.4096385542169
1941,UZ vratnih žil,1,naivni,2025-11-12,2025-11-19,28342.0,28115.0,True,308.2261904761905
1941,UZ vratnih žil,1,lin,2025-11-12,2025-11-19,28342.0,29488.247899159665,True,308.2261904761905
1941,UZ vratnih žil,1,ar1,2025-11-12,2025-11-19,28342.0,28199.587207577577,True,308.2261904761905
1941,UZ vratnih žil,1,naivni,2025-11-19,2025-11-26,28127.0,28342.0,True,307.2705882352941
1941,UZ vratnih žil,1,lin,2025-11-19,2025-11-26,28127.0,29581.08426812586,True,307.2705882352941
1941,UZ vratnih žil,1,ar1,2025-11-19,2025-11-26,28127.0,28429.555584181067,True,307.2705882352941
1941,UZ vratnih žil,1,naivni,2025-11-26,2025-12-03,28348.0,28127.0,True,306.19767441860466
1941,UZ vratnih žil,1,lin,2025-11-26,2025-12-03,28348.0,29659.46083934776,True,306.19767441860466
1941,UZ vratnih žil,1,ar1,2025-11-26,2025-12-03,28348.0,28206.460060956008,True,306.19767441860466
1941,UZ vratnih žil,1,naivni,2025-12-03,2025-12-10,27794.0,28348.0,True,305.2183908045977
1941,UZ vratnih žil,1,lin,2025-12-03,2025-12-10,27794.0,29743.94043887147,True,305.2183908045977
1941,UZ vratnih žil,1,ar1,2025-12-03,2025-12-10,27794.0,28430.02450697306,True,305.2183908045977
1941,UZ vratnih žil,1,naivni,2025-12-10,2025-12-17,27793.0,27794.0,True,308.04545454545456
1941,UZ vratnih žil,1,lin,2025-12-10,2025-12-17,27793.0,29799.389427987742,True,308.04545454545456
1941,UZ vratnih žil,1,ar1,2025-12-10,2025-12-17,27793.0,27862.08843234848,True,308.04545454545456
1941,UZ vratnih žil,1,naivni,2025-12-17,2025-12-24,27792.666666666668,27793.0,False,304.59550561797755
1941,UZ vratnih žil,1,lin,2025-12-17,2025-12-24,27792.666666666668,29851.84269662921,False,304.59550561797755
1941,UZ vratnih žil,1,ar1,2025-12-17,2025-12-24,27792.666666666668,27859.312525766432,False,304.59550561797755
1941,UZ vratnih žil,1,naivni,2025-12-24,2025-12-31,27792.333333333332,27792.666666666668,False,301.2148148148148
1941,UZ vratnih žil,1,lin,2025-12-24,2025-12-31,27792.333333333332,29901.48571428573,False,301.2148148148148
1941,UZ vratnih žil,1,ar1,2025-12-24,2025-12-31,27792.333333333332,27857.303556385672,False,301.2148148148148
1941,UZ vratnih žil,1,naivni,2025-12-31,2026-01-07,27792.0,27792.333333333332,True,297.90842490842493
1941,UZ vratnih žil,1,lin,2025-12-31,2026-01-07,27792.0,29948.463927376957,True,297.90842490842493
1941,UZ vratnih žil,1,ar1,2025-12-31,2026-01-07,27792.0,27855.377233929412,True,297.90842490842493
1941,UZ vratnih žil,1,naivni,2026-01-07,2026-01-14,27922.0,27792.0,True,294.67391304347825
1941,UZ vratnih žil,1,lin,2026-01-07,2026-01-14,27922.0,29992.91421224871,True,294.67391304347825
1941,UZ vratnih žil,1,ar1,2026-01-07,2026-01-14,27922.0,27853.52760190323,True,294.67391304347825
1941,UZ vratnih žil,1,naivni,2026-01-14,2026-01-21,28082.0,27922.0,True,292.9032258064516
1941,UZ vratnih žil,1,lin,2026-01-14,2026-01-21,28082.0,30040.511553420278,True,292.9032258064516
1941,UZ vratnih žil,1,ar1,2026-01-14,2026-01-21,28082.0,27983.753052556218,True,292.9032258064516
