vzs,naziv,horizont,model,izvor,cilj,y_true,y_pred,opazovan,mase_scale
1755,MR glave brez kontrasta,1,naivni,2026-02-04,2026-02-11,7249.0,7142.0,True,111.20833333333333
1755,MR glave brez kontrasta,1,lin,2026-02-04,2026-02-11,7249.0,5675.280283505159,True,111.20833333333333
1755,MR glave brez kontrasta,1,ar1,2026-02-04,2026-02-11,7249.0,7233.857594269666,True,111.20833333333333
1755,MR glave brez kontrasta,1,naivni,2026-02-11,2026-02-18,7482.0,7249.0,True,111.16494845360825
1755,MR glave brez kontrasta,1,lin,2026-02-11,2026-02-18,7482.0,5761.791394908479,True,111.16494845360825
1755,MR glave brez kontrasta,1,ar1,2026-02-11,2026-02-18,7482.0,7344.991599362136,True,111.16494845360825
1755,MR glave brez kontrasta,1,naivni,2026-02-18,2026-02-25,7507.0,7482.0,True,112.40816326530613
1755,MR glave brez kontrasta,1,lin,2026-02-18,2026-02-25,7507.0,5854.545660688518,True,112.40816326530613
1755,MR glave brez kontrasta,1,ar1,2026-02-18,2026-02-25,7507.0,7596.152205297012,True,112.40816326530613
1755,MR glave brez kontrasta,1,naivni,2026-02-25,2026-03-04,7447.0,7507.0,True,111.52525252525253
1755,MR glave brez kontrasta,1,lin,2026-02-25,2026-03-04,7447.0,5944.937272727274,True,111.52525252525253
1755,MR glave brez kontrasta,1,ar1,2026-02-25,2026-03-04,7447.0,7614.26987464314,True,111.52525252525253
1755,MR glave brez kontrasta,1,naivni,2026-03-04,2026-03-11,7524.0,7447.0,True,111.01
1755,MR glave brez kontrasta,1,lin,2026-03-04,2026-03-11,7524.0,6029.7,True,111.01
1755,MR glave brez kontrasta,1,ar1,2026-03-04,2026-03-11,7524.0,7539.493447874179,True,111.01
1755,MR glave brez kontrasta,1,naivni,2026-03-11,2026-03-18,7623.0,7524.0,True,110.67326732673267
1755,MR glave brez kontrasta,1,lin,2026-03-11,2026-03-18,7623.0,6114.449912638323,True,110.67326732673267
1755,MR glave brez kontrasta,1,ar1,2026-03-11,2026-03-18,7623.0,7617.236674518838,True,110.67326732673267
1755,MR glave brez kontrasta,1,naivni,2026-03-18,2026-03-25,7847.0,7623.0,True,110.55882352941177
1755,MR glave brez kontrasta,1,lin,2026-03-18,2026-03-25,7847.0,6200.037692747004,True,110.55882352941177
1755,MR glave brez kontrasta,1,ar1,2026-03-18,2026-03-25,7847.0,7719.024125731903,True,110.55882352941177
1755,MR glave brez kontrasta,1,naivni,2026-03-25,2026-04-01,7936.5,7847.0,False,111.66019417475728
1755,MR glave brez kontrasta,1,lin,2026-03-25,2026-04-01,7936.5,6291.230675877519,False,111.66019417475728
1755,MR glave brez kontrasta,1,ar1,2026-03-25,2026-04-01,7936.5,7957.811676999504,False,111.66019417475728
1755,MR glave brez kontrasta,1,naivni,2026-04-01,2026-04-08,8026.0,7936.5,True,111.44711538461539
1755,MR glave brez kontrasta,1,lin,2026-04-01,2026-04-08,8026.0,6382.660805860805,True,111.44711538461539
1755,MR glave brez kontrasta,1,ar1,2026-04-01,2026-04-08,8026.0,8048.117886499672,True,111.44711538461539
1755,MR glave brez kontrasta,1,naivni,2026-04-08,2026-04-15,8157.0,8026.0,True,111.23809523809524
1755,MR glave brez kontrasta,1,lin,2026-04-08,2026-04-15,8157.0,6474.31374663073,True,111.23809523809524
1755,MR glave brez kontrasta,1,ar1,2026-04-08,2026-04-15,8157.0,8138.3638798893,True,111.23809523809524
1755,MR glave brez kontrasta,1,naivni,2026-04-15,2026-04-22,8197.5,8157.0,False,111.4245283018868
1755,MR glave brez kontrasta,1,lin,2026-04-15,2026-04-22,8197.5,6567.727384940925,False,111.4245283018868
1755,MR glave brez kontrasta,1,ar1,2026-04-15,2026-04-22,8197.5,8274.090794509702,False,111.4245283018868
1755,MR glave brez kontrasta,1,naivni,2026-04-22,2026-04-29,8238.0,8197.5,True,110.76168224299066
1755,MR glave brez kontrasta,1,lin,2026-04-22,2026-04-29,8238.0,6659.47248182762,True,110.76168224299066
1755,MR glave brez kontrasta,1,ar1,2026-04-22,2026-04-29,8238.0,8310.293797516115,True,110.76168224299066
1755,MR glave brez kontrasta,1,naivni,2026-04-29,2026-05-06,8284.0,8238.0,True,110.11111111111111
1755,MR glave brez kontrasta,1,lin,2026-04-29,2026-05-06,8284.0,6749.613914373088,True,110.11111111111111
1755,MR glave brez kontrasta,1,ar1,2026-04-29,2026-05-06,8284.0,8346.97399209974,True,110.11111111111111
1755,MR glave brez kontrasta,1,naivni,2026-05-06,2026-05-13,8379.0,8284.0,True,109.5229357798165
1755,MR glave brez kontrasta,1,lin,2026-05-06,2026-05-13,8379.0,6838.413511259384,True,109.5229357798165
1755,MR glave brez kontrasta,1,ar1,2026-05-06,2026-05-13,8379.0,8390.031917223501,True,109.5229357798165
1755,MR glave brez kontrasta,1,naivni,2026-05-13,2026-05-20,8401.0,8379.0,True,109.39090909090909
1755,MR glave brez kontrasta,1,lin,2026-05-13,2026-05-20,8401.0,6927.6878787878795,True,109.39090909090909
1755,MR glave brez kontrasta,1,ar1,2026-05-13,2026-05-20,8401.0,8486.487008532808,True,109.39090909090909
1755,MR glave brez kontrasta,1,naivni,2026-05-20,2026-05-27,8404.0,8401.0,True,108.6036036036036
1755,MR glave brez kontrasta,1,lin,2026-05-20,2026-05-27,8404.0,7014.807432432433,True,108.6036036036036
1755,MR glave brez kontrasta,1,ar1,2026-05-20,2026-05-27,8404.0,8503.826149336943,True,108.6036036036036
1755,MR glave brez kontrasta,1,naivni,2026-05-27,2026-06-03,8268.0,8404.0,True,107.66071428571429
1755,MR glave brez kontrasta,1,lin,2026-05-27,2026-06-03,8268.0,7099.182127054362,True,107.66071428571429
1755,MR glave brez kontrasta,1,ar1,2026-05-27,2026-06-03,8268.0,8501.180208715572,True,107.66071428571429
1755,MR glave brez kontrasta,1,naivni,2026-06-03,2026-06-10,8259.5,8268.0,False,107.91150442477876
1755,MR glave brez kontrasta,1,lin,2026-06-03,2026-06-10,8259.5,7176.040055891943,False,107.91150442477876
1755,MR glave brez kontrasta,1,ar1,2026-06-03,2026-06-10,8259.5,8350.311919963904,False,107.91150442477876
1755,MR glave brez kontrasta,1,naivni,2026-06-10,2026-06-17,8251.0,8259.5,True,107.03947368421052
1755,MR glave brez kontrasta,1,lin,2026-06-10,2026-06-17,8251.0,7250.107322654461,True,107.03947368421052
1755,MR glave brez kontrasta,1,ar1,2026-06-10,2026-06-17,8251.0,8337.313013160025,True,107.03947368421052
1755,MR glave brez kontrasta,1,naivni,2026-06-17,2026-06-24,8218.0,8251.0,True,106.18260869565218
1755,MR glave brez kontrasta,1,lin,2026-06-17,2026-06-24,8218.0,7321.489880059971,True,106.18260869565218
1755,MR glave brez kontrasta,1,ar1,2026-06-17,2026-06-24,8218.0,8324.746151273359,True,106.18260869565218
1755,MR glave brez kontrasta,1,naivni,2026-06-24,2026-07-01,8153.0,8218.0,True,105.55172413793103
1755,MR glave brez kontrasta,1,lin,2026-06-24,2026-07-01,8153.0,7389.451296787503,True,105.55172413793103
1755,MR glave brez kontrasta,1,ar1,2026-06-24,2026-07-01,8153.0,8286.665591305242,True,105.55172413793103
1755,MR glave brez kontrasta,1,naivni,2026-07-01,2026-07-08,8032.0,8153.0,True,105.2051282051282
1755,MR glave brez kontrasta,1,lin,2026-07-01,2026-07-08,8032.0,7453.035419382877,True,105.2051282051282
1755,MR glave brez kontrasta,1,ar1,2026-07-01,2026-07-08,8032.0,8215.417410435026,True,105.2051282051282
1755,MR glave brez kontrasta,1,naivni,2026-07-08,2026-07-15,7884.0,8032.0,True,105.33898305084746
1755,MR glave brez kontrasta,1,lin,2026-07-08,2026-07-15,7884.0,7510.523785785501,True,105.33898305084746
1755,MR glave brez kontrasta,1,ar1,2026-07-08,2026-07-15,7884.0,8086.220676657971,True,105.33898305084746
1755,MR glave brez kontrasta,4,naivni,2025-03-26,2025-04-23,4583.0,4178.0,True,92.54901960784314
1755,MR glave brez kontrasta,4,lin,2025-03-26,2025-04-23,4583.0,3177.249893280971,True,92.54901960784314
1755,MR glave brez kontrasta,4,ar1,2025-03-26,2025-04-23,4583.0,4083.432483775052,True,92.54901960784314
1755,MR glave brez kontrasta,4,naivni,2025-04-02,2025-04-30,4594.0,4192.0,True,91.03846153846153
1755,MR glave brez kontrasta,4,lin,2025-04-02,2025-04-30,4594.0,3227.1722302854387,True,91.03846153846153
1755,MR glave brez kontrasta,4,ar1,2025-04-02,2025-04-30,4594.0,4098.2540189497295,True,91.03846153846153
1755,MR glave brez kontrasta,4,naivni,2025-04-09,2025-05-07,4538.0,4263.0,True,90.66037735849056
1755,MR glave brez kontrasta,4,lin,2025-04-09,2025-05-07,4538.0,3279.694542913411,True,90.66037735849056
1755,MR glave brez kontrasta,4,ar1,2025-04-09,2025-05-07,4538.0,4165.4045826355905,True,90.66037735849056
1755,MR glave brez kontrasta,4,naivni,2025-04-16,2025-05-14,4567.0,4441.0,True,92.27777777777777
1755,MR glave brez kontrasta,4,lin,2025-04-16,2025-05-14,4567.0,3342.973593073594,True,92.27777777777777
1755,MR glave brez kontrasta,4,ar1,2025-04-16,2025-05-14,4567.0,4334.083244120442,True,92.27777777777777
1755,MR glave brez kontrasta,4,naivni,2025-04-23,2025-05-21,4762.0,4583.0,True,93.18181818181819
1755,MR glave brez kontrasta,4,lin,2025-04-23,2025-05-21,4762.0,3413.297744360903,True,93.18181818181819
1755,MR glave brez kontrasta,4,ar1,2025-04-23,2025-05-21,4762.0,4475.670722050983,True,93.18181818181819
1755,MR glave brez kontrasta,4,naivni,2025-04-30,2025-05-28,4873.0,4594.0,True,91.71428571428571
1755,MR glave brez kontrasta,4,lin,2025-04-30,2025-05-28,4873.0,3480.1476104053236,True,91.71428571428571
1755,MR glave brez kontrasta,4,ar1,2025-04-30,2025-05-28,4873.0,4490.570655217329,True,91.71428571428571
1755,MR glave brez kontrasta,4,naivni,2025-05-07,2025-06-04,5048.0,4538.0,True,91.08771929824562
1755,MR glave brez kontrasta,4,lin,2025-05-07,2025-06-04,5048.0,3538.807161093853,True,91.08771929824562
1755,MR glave brez kontrasta,4,ar1,2025-05-07,2025-06-04,5048.0,4438.21224961806,True,91.08771929824562
1755,MR glave brez kontrasta,4,naivni,2025-05-14,2025-06-11,4610.0,4567.0,True,90.01724137931035
1755,MR glave brez kontrasta,4,lin,2025-05-14,2025-06-11,4610.0,3596.104792518994,True,90.01724137931035
1755,MR glave brez kontrasta,4,ar1,2025-05-14,2025-06-11,4610.0,4469.995228283147,True,90.01724137931035
1755,MR glave brez kontrasta,4,naivni,2025-05-21,2025-06-18,5081.0,4762.0,True,91.79661016949153
1755,MR glave brez kontrasta,4,lin,2025-05-21,2025-06-18,5081.0,3664.010447346484,True,91.79661016949153
1755,MR glave brez kontrasta,4,ar1,2025-05-21,2025-06-18,5081.0,4671.134109149878,True,91.79661016949153
1755,MR glave brez kontrasta,4,naivni,2025-05-28,2025-06-25,5018.5,4873.0,False,92.11666666666666
1755,MR glave brez kontrasta,4,lin,2025-05-28,2025-06-25,5018.5,3735.774299312534,False,92.11666666666666
1755,MR glave brez kontrasta,4,ar1,2025-05-28,2025-06-25,5018.5,4794.555127417927,False,92.11666666666666
1755,MR glave brez kontrasta,4,naivni,2025-06-04,2025-07-02,4956.0,5048.0,True,93.47540983606558
1755,MR glave brez kontrasta,4,lin,2025-06-04,2025-07-02,4956.0,3815.5054770718457,True,93.47540983606558
1755,MR glave brez kontrasta,4,ar1,2025-06-04,2025-07-02,4956.0,4996.750863051422,True,93.47540983606558
1755,MR glave brez kontrasta,4,naivni,2025-06-11,2025-07-09,4865.0,4610.0,True,99.03225806451613
1755,MR glave brez kontrasta,4,lin,2025-06-11,2025-07-09,4865.0,3860.9288274449577,True,99.03225806451613
1755,MR glave brez kontrasta,4,ar1,2025-06-11,2025-07-09,4865.0,4517.680603473109,True,99.03225806451613
1755,MR glave brez kontrasta,4,naivni,2025-06-18,2025-07-16,4789.0,5081.0,True,104.93650793650794
1755,MR glave brez kontrasta,4,lin,2025-06-18,2025-07-16,4789.0,3935.3001144688633,True,104.93650793650794
1755,MR glave brez kontrasta,4,ar1,2025-06-18,2025-07-16,4789.0,5003.4011130406825,True,104.93650793650794
1755,MR glave brez kontrasta,4,naivni,2025-06-25,2025-07-23,4847.0,5018.5,True,104.2734375
1755,MR glave brez kontrasta,4,lin,2025-06-25,2025-07-23,4847.0,4001.4365384615403,True,104.2734375
1755,MR glave brez kontrasta,4,ar1,2025-06-25,2025-07-23,4847.0,4937.130844888204,True,104.2734375
1755,MR glave brez kontrasta,4,naivni,2025-07-02,2025-07-30,4736.0,4956.0,True,103.63076923076923
1755,MR glave brez kontrasta,4,lin,2025-07-02,2025-07-30,4736.0,4059.908687332569,True,103.63076923076923
1755,MR glave brez kontrasta,4,ar1,2025-07-02,2025-07-30,4736.0,4872.753742825586,True,103.63076923076923
1755,MR glave brez kontrasta,4,naivni,2025-07-09,2025-08-06,4760.0,4865.0,True,103.43939393939394
1755,MR glave brez kontrasta,4,lin,2025-07-09,2025-08-06,4760.0,4109.426510495648,True,103.43939393939394
1755,MR glave brez kontrasta,4,ar1,2025-07-09,2025-08-06,4760.0,4779.900690076347,True,103.43939393939394
1755,MR glave brez kontrasta,4,naivni,2025-07-16,2025-08-13,4645.0,4789.0,True,103.02985074626865
1755,MR glave brez kontrasta,4,lin,2025-07-16,2025-08-13,4645.0,4151.5374470359175,True,103.02985074626865
1755,MR glave brez kontrasta,4,ar1,2025-07-16,2025-08-13,4645.0,4704.994234524317,True,103.02985074626865
1755,MR glave brez kontrasta,4,naivni,2025-07-23,2025-08-20,4242.0,4847.0,True,102.36764705882354
1755,MR glave brez kontrasta,4,lin,2025-07-23,2025-08-20,4242.0,4195.004079892828,True,102.36764705882354
1755,MR glave brez kontrasta,4,ar1,2025-07-23,2025-08-20,4242.0,4766.392392878606,True,102.36764705882354
1755,MR glave brez kontrasta,4,naivni,2025-07-30,2025-08-27,4372.0,4736.0,True,102.4927536231884
1755,MR glave brez kontrasta,4,lin,2025-07-30,2025-08-27,4372.0,4229.457825212141,True,102.4927536231884
1755,MR glave brez kontrasta,4,ar1,2025-07-30,2025-08-27,4372.0,4656.692564389435,True,102.4927536231884
1755,MR glave brez kontrasta,4,naivni,2025-08-06,2025-09-03,4465.0,4760.0,True,101.37142857142857
1755,MR glave brez kontrasta,4,lin,2025-08-06,2025-09-03,4465.0,4263.568460764589,True,101.37142857142857
1755,MR glave brez kontrasta,4,ar1,2025-08-06,2025-09-03,4465.0,4682.615973623891,True,101.37142857142857
1755,MR glave brez kontrasta,4,naivni,2025-08-13,2025-09-10,4544.0,4645.0,True,101.56338028169014
1755,MR glave brez kontrasta,4,lin,2025-08-13,2025-09-10,4544.0,4289.154093510831,True,101.56338028169014
1755,MR glave brez kontrasta,4,ar1,2025-08-13,2025-09-10,4544.0,4571.380027042483,True,101.56338028169014
1755,MR glave brez kontrasta,4,naivni,2025-08-20,2025-09-17,4766.0,4242.0,True,105.75
1755,MR glave brez kontrasta,4,lin,2025-08-20,2025-09-17,4766.0,4290.017092434899,True,105.75
1755,MR glave brez kontrasta,4,ar1,2025-08-20,2025-09-17,4766.0,4193.89271565329,True,105.75
1755,MR glave brez kontrasta,4,naivni,2025-08-27,2025-09-24,4956.0,4372.0,True,106.08219178082192
1755,MR glave brez kontrasta,4,lin,2025-08-27,2025-09-24,4956.0,4298.261369863015,True,106.08219178082192
1755,MR glave brez kontrasta,4,ar1,2025-08-27,2025-09-24,4956.0,4313.0911352729045,True,106.08219178082192
1755,MR glave brez kontrasta,4,naivni,2025-09-03,2025-10-01,5187.0,4465.0,True,105.9054054054054
1755,MR glave brez kontrasta,4,lin,2025-09-03,2025-10-01,5187.0,4311.3353295400675,True,105.9054054054054
1755,MR glave brez kontrasta,4,ar1,2025-09-03,2025-10-01,5187.0,4399.38439961255,True,105.9054054054054
1755,MR glave brez kontrasta,4,naivni,2025-09-10,2025-10-08,5300.0,4544.0,True,105.54666666666667
1755,MR glave brez kontrasta,4,lin,2025-09-10,2025-10-08,5300.0,4328.1601913875575,True,105.54666666666667
1755,MR glave brez kontrasta,4,ar1,2025-09-10,2025-10-08,5300.0,4473.704140966637,True,105.54666666666667
1755,MR glave brez kontrasta,4,naivni,2025-09-17,2025-10-15,5604.0,4766.0,True,107.07894736842105
1755,MR glave brez kontrasta,4,lin,2025-09-17,2025-10-15,5604.0,4356.363189442137,True,107.07894736842105
1755,MR glave brez kontrasta,4,ar1,2025-09-17,2025-10-15,5604.0,4684.74009116384,True,107.07894736842105
1755,MR glave brez kontrasta,4,naivni,2025-09-24,2025-10-22,5681.0,4956.0,True,108.15584415584415
1755,MR glave brez kontrasta,4,lin,2025-09-24,2025-10-22,5681.0,4393.524285840741,True,108.15584415584415
1755,MR glave brez kontrasta,4,ar1,2025-09-24,2025-10-22,5681.0,4874.4471046003355,True,108.15584415584415
1755,MR glave brez kontrasta,4,naivni,2025-10-01,2025-10-29,5728.0,5187.0,True,109.73076923076923
1755,MR glave brez kontrasta,4,lin,2025-10-01,2025-10-29,5728.0,4441.301497078873,True,109.73076923076923
1755,MR glave brez kontrasta,4,ar1,2025-10-01,2025-10-29,5728.0,5118.570535878995,True,109.73076923076923
1755,MR glave brez kontrasta,4,naivni,2025-10-08,2025-11-05,5742.0,5300.0,True,109.77215189873418
1755,MR glave brez kontrasta,4,lin,2025-10-08,2025-11-05,5742.0,4492.841068917017,True,109.77215189873418
1755,MR glave brez kontrasta,4,ar1,2025-10-08,2025-11-05,5742.0,5247.117302536888,True,109.77215189873418
1755,MR glave brez kontrasta,4,naivni,2025-10-15,2025-11-12,5896.0,5604.0,True,112.2
1755,MR glave brez kontrasta,4,lin,2025-10-15,2025-11-12,5896.0,4557.869316470945,True,112.2
1755,MR glave brez kontrasta,4,ar1,2025-10-15,2025-11-12,5896.0,5608.252425166968,True,112.2
1755,MR glave brez kontrasta,4,naivni,2025-10-22,2025-11-19,6014.0,5681.0,True,111.76543209876543
1755,MR glave brez kontrasta,4,lin,2025-10-22,2025-11-19,6014.0,4623.937049009042,True,111.76543209876543
1755,MR glave brez kontrasta,4,ar1,2025-10-22,2025-11-19,6014.0,5706.013531781209,True,111.76543209876543
1755,MR glave brez kontrasta,4,naivni,2025-10-29,2025-11-26,6157.0,5728.0,True,110.97560975609755
1755,MR glave brez kontrasta,4,lin,2025-10-29,2025-11-26,6157.0,4689.454651358047,True,110.97560975609755
1755,MR glave brez kontrasta,4,ar1,2025-10-29,2025-11-26,6157.0,5764.707882933039,True,110.97560975609755
1755,MR glave brez kontrasta,4,naivni,2025-11-05,2025-12-03,6275.0,5742.0,True,109.80722891566265
1755,MR glave brez kontrasta,4,lin,2025-11-05,2025-12-03,6275.0,4752.790479565321,True,109.80722891566265
1755,MR glave brez kontrasta,4,ar1,2025-11-05,2025-12-03,6275.0,5780.076131822387,True,109.80722891566265
1755,MR glave brez kontrasta,4,naivni,2025-11-12,2025-12-10,6473.0,5896.0,True,110.33333333333333
1755,MR glave brez kontrasta,4,lin,2025-11-12,2025-12-10,6473.0,4820.990170021499,True,110.33333333333333
1755,MR glave brez kontrasta,4,ar1,2025-11-12,2025-12-10,6473.0,5976.633218242073,True,110.33333333333333
1755,MR glave brez kontrasta,4,naivni,2025-11-19,2025-12-17,6480.0,6014.0,True,110.4235294117647
1755,MR glave brez kontrasta,4,lin,2025-11-19,2025-12-17,6480.0,4892.021944431342,True,110.4235294117647
1755,MR glave brez kontrasta,4,ar1,2025-11-19,2025-12-17,6480.0,6128.612157736665,True,110.4235294117647
1755,MR glave brez kontrasta,4,naivni,2025-11-26,2025-12-24,6453.0,6157.0,False,110.80232558139535
1755,MR glave brez kontrasta,4,lin,2025-11-26,2025-12-24,6453.0,4966.935089669751,False,110.80232558139535
1755,MR glave brez kontrasta,4,ar1,2025-11-26,2025-12-24,6453.0,6316.126602407485,False,110.80232558139535
1755,MR glave brez kontrasta,4,naivni,2025-12-03,2025-12-31,6426.0,6275.0,False,110.88505747126437
1755,MR glave brez kontrasta,4,lin,2025-12-03,2025-12-31,6426.0,5044.322972068613,False,110.88505747126437
1755,MR glave brez kontrasta,4,ar1,2025-12-03,2025-12-31,6426.0,6469.108883996101,False,110.88505747126437
1755,MR glave brez kontrasta,4,naivni,2025-12-10,2026-01-07,6399.0,6473.0,True,111.875
1755,MR glave brez kontrasta,4,lin,2025-12-10,2026-01-07,6399.0,5127.824004085804,True,111.875
1755,MR glave brez kontrasta,4,ar1,2025-12-10,2026-01-07,6399.0,6738.577771035565,True,111.875
1755,MR glave brez kontrasta,4,naivni,2025-12-17,2026-01-14,6573.0,6480.0,True,110.69662921348315
1755,MR glave brez kontrasta,4,lin,2025-12-17,2026-01-14,6573.0,5208.205657762962,True,110.69662921348315
1755,MR glave brez kontrasta,4,ar1,2025-12-17,2026-01-14,6573.0,6724.213890138318,True,110.69662921348315
1755,MR glave brez kontrasta,4,naivni,2025-12-24,2026-01-21,6725.0,6453.0,True,109.76666666666667
1755,MR glave brez kontrasta,4,lin,2025-12-24,2026-01-21,6725.0,5284.0525481764635,True,109.76666666666667
1755,MR glave brez kontrasta,4,ar1,2025-12-24,2026-01-21,6725.0,6664.998280222925,True,109.76666666666667
1755,MR glave brez kontrasta,4,naivni,2025-12-31,2026-01-28,6925.0,6426.0,True,108.85714285714286
1755,MR glave brez kontrasta,4,lin,2025-12-31,2026-01-28,6925.0,5355.587411186288,True,108.85714285714286
1755,MR glave brez kontrasta,4,ar1,2025-12-31,2026-01-28,6925.0,6611.57014906358,True,108.85714285714286
1755,MR glave brez kontrasta,4,naivni,2026-01-07,2026-02-04,7142.0,6399.0,True,107.96739130434783
1755,MR glave brez kontrasta,4,lin,2026-01-07,2026-02-04,7142.0,5423.020018302447,True,107.96739130434783
1755,MR glave brez kontrasta,4,ar1,2026-01-07,2026-02-04,7142.0,6562.532155415343,True,107.96739130434783
1755,MR glave brez kontrasta,4,naivni,2026-01-14,2026-02-11,7249.0,6573.0,True,108.6774193548387
1755,MR glave brez kontrasta,4,lin,2026-01-14,2026-02-11,7249.0,5495.506397428026,True,108.6774193548387
1755,MR glave brez kontrasta,4,ar1,2026-01-14,2026-02-11,7249.0,6783.192395424493,True,108.6774193548387
1755,MR glave brez kontrasta,4,naivni,2026-01-21,2026-02-18,7482.0,6725.0,True,109.13829787234043
1755,MR glave brez kontrasta,4,lin,2026-01-21,2026-02-18,7482.0,5571.824307110863,True,109.13829787234043
1755,MR glave brez kontrasta,4,ar1,2026-01-21,2026-02-18,7482.0,6975.834184742023,True,109.13829787234043
1755,MR glave brez kontrasta,4,naivni,2026-01-28,2026-02-25,7507.0,6925.0,True,110.09473684210526
1755,MR glave brez kontrasta,4,lin,2026-01-28,2026-02-25,7507.0,5653.875619461023,True,110.09473684210526
1755,MR glave brez kontrasta,4,ar1,2026-01-28,2026-02-25,7507.0,7236.756522367765,True,110.09473684210526
1755,MR glave brez kontrasta,4,naivni,2026-02-04,2026-03-04,7447.0,7142.0,True,111.20833333333333
1755,MR glave brez kontrasta,4,lin,2026-02-04,2026-03-04,7447.0,5742.113244266782,True,111.20833333333333
1755,MR glave brez kontrasta,4,ar1,2026-02-04,2026-03-04,7447.0,7524.429261625116,True,111.20833333333333
1755,MR glave brez kontrasta,4,naivni,2026-02-11,2026-03-11,7524.0,7249.0,True,111.16494845360825
1755,MR glave brez kontrasta,4,lin,2026-02-11,2026-03-11,7524.0,5831.544058298108,True,111.16494845360825
1755,MR glave brez kontrasta,4,ar1,2026-02-11,2026-03-11,7524.0,7648.8905028554345,True,111.16494845360825
1755,MR glave brez kontrasta,4,naivni,2026-02-18,2026-03-18,7623.0,7482.0,True,112.40816326530613
1755,MR glave brez kontrasta,4,lin,2026-02-18,2026-03-18,7623.0,5927.425976087405,True,112.40816326530613
1755,MR glave brez kontrasta,4,ar1,2026-02-18,2026-03-18,7623.0,7960.132286892417,True,112.40816326530613
1755,MR glave brez kontrasta,4,naivni,2026-02-25,2026-03-25,7847.0,7507.0,True,111.52525252525253
1755,MR glave brez kontrasta,4,lin,2026-02-25,2026-03-25,7847.0,6020.762556255627,True,111.52525252525253
1755,MR glave brez kontrasta,4,ar1,2026-02-25,2026-03-25,7847.0,7954.729199526466,True,111.52525252525253
1755,MR glave brez kontrasta,4,naivni,2026-03-04,2026-04-01,7936.5,7447.0,False,111.01
1755,MR glave brez kontrasta,4,lin,2026-03-04,2026-04-01,7936.5,6108.149737914968,False,111.01
1755,MR glave brez kontrasta,4,ar1,2026-03-04,2026-04-01,7936.5,7830.697073072626,False,111.01
1755,MR glave brez kontrasta,4,naivni,2026-03-11,2026-04-08,8026.0,7524.0,True,110.67326732673267
1755,MR glave brez kontrasta,4,lin,2026-03-11,2026-04-08,8026.0,6195.459844728049,True,110.67326732673267
1755,MR glave brez kontrasta,4,ar1,2026-03-11,2026-04-08,8026.0,7910.580725598641,True,110.67326732673267
1755,MR glave brez kontrasta,4,naivni,2026-03-18,2026-04-15,8157.0,7623.0,True,110.55882352941177
1755,MR glave brez kontrasta,4,lin,2026-03-18,2026-04-15,8157.0,6283.582529763215,True,110.55882352941177
1755,MR glave brez kontrasta,4,ar1,2026-03-18,2026-04-15,8157.0,8021.211245997573,True,110.55882352941177
1755,MR glave brez kontrasta,4,naivni,2026-03-25,2026-04-22,8197.5,7847.0,False,111.66019417475728
1755,MR glave brez kontrasta,4,lin,2026-03-25,2026-04-22,8197.5,6377.4902859276635,False,111.66019417475728
1755,MR glave brez kontrasta,4,ar1,2026-03-25,2026-04-22,8197.5,8308.344583017068,False,111.66019417475728
1755,MR glave brez kontrasta,4,naivni,2026-04-01,2026-04-29,8238.0,7936.5,True,111.44711538461539
1755,MR glave brez kontrasta,4,lin,2026-04-01,2026-04-29,8238.0,6471.5812288340585,True,111.44711538461539
1755,MR glave brez kontrasta,4,ar1,2026-04-01,2026-04-29,8238.0,8400.897214324374,True,111.44711538461539
1755,MR glave brez kontrasta,4,naivni,2026-04-08,2026-05-06,8284.0,8026.0,True,111.23809523809524
1755,MR glave brez kontrasta,4,lin,2026-04-08,2026-05-06,8284.0,6565.842184547953,True,111.23809523809524
1755,MR glave brez kontrasta,4,ar1,2026-04-08,2026-05-06,8284.0,8493.197597737522,True,111.23809523809524
1755,MR glave brez kontrasta,4,naivni,2026-04-15,2026-05-13,8379.0,8157.0,True,111.4245283018868
1755,MR glave brez kontrasta,4,lin,2026-04-15,2026-05-13,8379.0,6661.8768294833335,True,111.4245283018868
1755,MR glave brez kontrasta,4,ar1,2026-04-15,2026-05-13,8379.0,8644.106631768083,True,111.4245283018868
1755,MR glave brez kontrasta,4,naivni,2026-04-22,2026-05-20,8401.0,8197.5,True,110.76168224299066
1755,MR glave brez kontrasta,4,lin,2026-04-22,2026-05-20,8401.0,6756.113933426694,True,110.76168224299066
1755,MR glave brez kontrasta,4,ar1,2026-04-22,2026-05-20,8401.0,8665.753143592356,True,110.76168224299066
1755,MR glave brez kontrasta,4,naivni,2026-04-29,2026-05-27,8404.0,8238.0,True,110.11111111111111
1755,MR glave brez kontrasta,4,lin,2026-04-29,2026-05-27,8404.0,6848.625132054489,True,110.11111111111111
1755,MR glave brez kontrasta,4,ar1,2026-04-29,2026-05-27,8404.0,8689.554093708206,True,110.11111111111111
1755,MR glave brez kontrasta,4,naivni,2026-05-06,2026-06-03,8268.0,8284.0,True,109.5229357798165
1755,MR glave brez kontrasta,4,lin,2026-05-06,2026-06-03,8268.0,6939.686723170211,True,109.5229357798165
1755,MR glave brez kontrasta,4,ar1,2026-05-06,2026-06-03,8268.0,8722.687710758157,True,109.5229357798165
1755,MR glave brez kontrasta,4,naivni,2026-05-13,2026-06-10,8259.5,8379.0,False,109.39090909090909
