razlicica,vzs,naziv,datum,razlika,z,z_flag,if_flag,konsenz
izhodiscna,1626,Endoproteza kolena,2024-06-27,8.0,0.0019,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-07-04,213.0,0.8673,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-07-11,13.0,0.023,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-07-18,-88.0,-0.4034,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-07-25,124.0,0.4916,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-08-01,-21.0,-0.1205,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-08-08,24.0,0.0694,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-08-16,80.0,0.3059,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-08-22,-8.0,-0.0656,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-08-29,19.0,0.0483,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-09-05,-85.0,-0.3907,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-09-12,18.0,0.0441,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-09-19,-271.0,-1.1759,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-09-26,-38.0,-0.1923,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-10-03,310.0,1.2768,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-10-10,27.0,0.0821,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-10-17,-298.0,-1.2899,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-10-24,19.0,0.0483,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-10-31,-31.0,-0.1627,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-11-07,256.0,1.0489,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-11-14,28.0,0.0863,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-11-21,-276.0,-1.197,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-11-28,80.0,0.3059,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-12-05,234.0,0.956,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-12-12,22.0,0.061,False,False,False
izhodiscna,1626,Endoproteza kolena,2024-12-19,23.0,0.0652,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-01-08,18.0,0.0441,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-01-15,-263.0,-1.1422,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-01-22,28.0,0.0863,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-01-29,34.0,0.1117,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-02-05,-49.0,-0.2387,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-02-12,249.0,1.0193,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-02-19,18.0,0.0441,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-02-26,48.0,0.1708,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-03-05,-32.0,-0.167,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-03-12,18.0,0.0441,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-03-19,0.0,-0.0319,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-03-26,0.0,-0.0319,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-04-02,26.0,0.0779,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-04-09,425.0,1.7623,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-04-16,-745.0,-3.177,True,True,True
izhodiscna,1626,Endoproteza kolena,2025-04-23,15.0,0.0315,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-04-30,-30.0,-0.1585,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-05-07,384.0,1.5892,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-05-14,-19.0,-0.1121,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-05-21,-407.0,-1.7501,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-05-28,102.0,0.3987,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-06-04,333.0,1.3739,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-06-11,-1146.0,-4.8699,True,True,True
izhodiscna,1626,Endoproteza kolena,2025-06-18,1181.0,4.9539,True,True,True
izhodiscna,1626,Endoproteza kolena,2025-07-02,4.0,-0.015,False,True,False
izhodiscna,1626,Endoproteza kolena,2025-07-09,44.0,0.1539,False,True,False
izhodiscna,1626,Endoproteza kolena,2025-07-16,-297.0,-1.2857,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-07-23,94.0,0.365,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-07-30,-38.0,-0.1923,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-08-06,341.0,1.4077,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-08-13,43.0,0.1497,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-08-20,-82.0,-0.378,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-08-27,19.0,0.0483,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-09-03,20.0,0.0526,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-09-10,16.0,0.0357,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-09-17,-260.0,-1.1295,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-09-24,18.0,0.0441,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-10-01,-190.0,-0.834,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-10-08,142.0,0.5676,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-10-15,248.0,1.0151,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-10-22,-3.0,-0.0445,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-10-29,89.0,0.3439,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-11-05,-88.0,-0.4034,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-11-12,98.0,0.3819,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-11-19,-341.0,-1.4715,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-11-26,9.0,0.0061,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-12-03,-84.0,-0.3865,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-12-10,253.0,1.0362,False,False,False
izhodiscna,1626,Endoproteza kolena,2025-12-17,-393.0,-1.691,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-01-07,141.0,0.5634,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-01-14,-9.0,-0.0699,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-01-21,10.0,0.0103,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-01-28,76.0,0.289,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-02-04,-10.0,-0.0741,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-02-11,-38.0,-0.1923,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-02-18,22.0,0.061,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-02-25,-48.0,-0.2345,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-03-04,-192.0,-0.8424,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-03-11,4.0,-0.015,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-03-18,111.0,0.4367,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-03-25,41.0,0.1412,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-04-08,60.0,0.2214,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-04-15,-301.0,-1.3026,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-04-29,733.0,3.0626,True,True,True
izhodiscna,1626,Endoproteza kolena,2026-05-06,-61.0,-0.2894,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-05-13,35.0,0.1159,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-05-20,-26.0,-0.1416,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-05-27,42.0,0.1454,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-06-03,-40.0,-0.2007,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-06-17,-5.0,-0.053,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-06-24,113.0,0.4452,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-07-01,-19.0,-0.1121,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-07-08,118.0,0.4663,False,False,False
izhodiscna,1626,Endoproteza kolena,2026-07-15,8.0,0.0019,False,False,False
izhodiscna,AGREGAT,Agregat,2024-04-11,161.0,-0.0558,False,False,False
izhodiscna,AGREGAT,Agregat,2024-04-18,2356.0,0.39,False,False,False
izhodiscna,AGREGAT,Agregat,2024-04-25,706.0,0.0549,False,False,False
izhodiscna,AGREGAT,Agregat,2024-05-03,1696.0,0.256,False,False,False
izhodiscna,AGREGAT,Agregat,2024-05-09,-366.0,-0.1628,False,False,False
izhodiscna,AGREGAT,Agregat,2024-05-16,-1968.0,-0.4882,False,False,False
izhodiscna,AGREGAT,Agregat,2024-05-23,-16.0,-0.0917,False,False,False
izhodiscna,AGREGAT,Agregat,2024-05-30,1146.0,0.1443,False,False,False
izhodiscna,AGREGAT,Agregat,2024-06-06,-3223.0,-0.7431,False,False,False
izhodiscna,AGREGAT,Agregat,2024-06-13,4482.0,0.8218,False,False,False
izhodiscna,AGREGAT,Agregat,2024-06-20,-2430.0,-0.582,False,False,False
izhodiscna,AGREGAT,Agregat,2024-06-27,984.0,0.1114,False,False,False
izhodiscna,AGREGAT,Agregat,2024-07-04,-198.0,-0.1287,False,False,False
izhodiscna,AGREGAT,Agregat,2024-07-11,-752.0,-0.2412,False,False,False
izhodiscna,AGREGAT,Agregat,2024-07-18,-7098.0,-1.5301,False,False,False
izhodiscna,AGREGAT,Agregat,2024-07-25,-2026.0,-0.5,False,False,False
izhodiscna,AGREGAT,Agregat,2024-08-01,-2506.0,-0.5975,False,False,False
izhodiscna,AGREGAT,Agregat,2024-08-08,1159.0,0.1469,False,False,False
izhodiscna,AGREGAT,Agregat,2024-08-16,-497.0,-0.1894,False,False,False
izhodiscna,AGREGAT,Agregat,2024-08-22,-328.0,-0.1551,False,False,False
izhodiscna,AGREGAT,Agregat,2024-08-29,12726.0,2.4962,True,True,True
izhodiscna,AGREGAT,Agregat,2024-09-05,-2813.0,-0.6598,False,False,False
izhodiscna,AGREGAT,Agregat,2024-09-12,-576.0,-0.2055,False,False,False
izhodiscna,AGREGAT,Agregat,2024-09-19,265.0,-0.0347,False,False,False
izhodiscna,AGREGAT,Agregat,2024-09-26,-333.0,-0.1561,False,False,False
izhodiscna,AGREGAT,Agregat,2024-10-03,2307.0,0.3801,False,False,False
izhodiscna,AGREGAT,Agregat,2024-10-10,1030.0,0.1207,False,False,False
izhodiscna,AGREGAT,Agregat,2024-10-17,-2771.0,-0.6513,False,False,False
izhodiscna,AGREGAT,Agregat,2024-10-24,1723.0,0.2615,False,False,False
izhodiscna,AGREGAT,Agregat,2024-10-31,1222.0,0.1597,False,False,False
izhodiscna,AGREGAT,Agregat,2024-11-07,101.0,-0.068,False,False,False
izhodiscna,AGREGAT,Agregat,2024-11-14,375.0,-0.0123,False,False,False
izhodiscna,AGREGAT,Agregat,2024-11-21,-1050.0,-0.3017,False,False,False
izhodiscna,AGREGAT,Agregat,2024-11-28,98.0,-0.0686,False,False,False
izhodiscna,AGREGAT,Agregat,2024-12-05,-1260.0,-0.3444,False,False,False
izhodiscna,AGREGAT,Agregat,2024-12-12,-102.0,-0.1092,False,False,False
izhodiscna,AGREGAT,Agregat,2024-12-19,-34.0,-0.0954,False,False,False
izhodiscna,AGREGAT,Agregat,2025-01-08,294.0,-0.0288,False,False,False
izhodiscna,AGREGAT,Agregat,2025-01-15,11.0,-0.0862,False,False,False
izhodiscna,AGREGAT,Agregat,2025-01-22,1660.0,0.2487,False,False,False
izhodiscna,AGREGAT,Agregat,2025-01-29,3061.0,0.5332,False,False,False
izhodiscna,AGREGAT,Agregat,2025-02-05,683.0,0.0502,False,False,False
izhodiscna,AGREGAT,Agregat,2025-02-12,4463.0,0.818,False,False,False
izhodiscna,AGREGAT,Agregat,2025-02-19,-302.0,-0.1498,False,False,False
izhodiscna,AGREGAT,Agregat,2025-02-26,4266.0,0.778,False,False,False
izhodiscna,AGREGAT,Agregat,2025-03-05,221.0,-0.0436,False,False,False
izhodiscna,AGREGAT,Agregat,2025-03-12,1862.0,0.2897,False,False,False
izhodiscna,AGREGAT,Agregat,2025-03-19,319.0,-0.0237,False,False,False
izhodiscna,AGREGAT,Agregat,2025-03-26,1474.0,0.2109,False,False,False
izhodiscna,AGREGAT,Agregat,2025-04-02,357.0,-0.016,False,False,False
izhodiscna,AGREGAT,Agregat,2025-04-09,1274.0,0.1703,False,False,False
izhodiscna,AGREGAT,Agregat,2025-04-16,558.0,0.0249,False,False,False
izhodiscna,AGREGAT,Agregat,2025-04-23,1002.0,0.115,False,False,False
izhodiscna,AGREGAT,Agregat,2025-04-30,3201.0,0.5617,False,False,False
izhodiscna,AGREGAT,Agregat,2025-05-07,-1751.0,-0.4441,False,False,False
izhodiscna,AGREGAT,Agregat,2025-05-14,1352.0,0.1861,False,False,False
izhodiscna,AGREGAT,Agregat,2025-05-21,-418.0,-0.1734,False,False,False
izhodiscna,AGREGAT,Agregat,2025-05-28,2263.0,0.3711,False,False,False
izhodiscna,AGREGAT,Agregat,2025-06-04,2628.0,0.4453,False,False,False
izhodiscna,AGREGAT,Agregat,2025-06-11,-32669.0,-6.7237,True,True,True
izhodiscna,AGREGAT,Agregat,2025-06-18,31161.0,6.2404,True,True,True
izhodiscna,AGREGAT,Agregat,2025-07-02,736.0,0.061,False,True,False
izhodiscna,AGREGAT,Agregat,2025-07-09,1202.0,0.1556,False,True,False
izhodiscna,AGREGAT,Agregat,2025-07-16,-637.0,-0.2179,False,False,False
izhodiscna,AGREGAT,Agregat,2025-07-23,3255.0,0.5726,False,False,False
izhodiscna,AGREGAT,Agregat,2025-07-30,-1267.0,-0.3458,False,False,False
izhodiscna,AGREGAT,Agregat,2025-08-06,1237.0,0.1628,False,False,False
izhodiscna,AGREGAT,Agregat,2025-08-13,1062.0,0.1272,False,False,False
izhodiscna,AGREGAT,Agregat,2025-08-20,-8137.0,-1.7411,False,True,False
izhodiscna,AGREGAT,Agregat,2025-08-27,6643.0,1.2607,False,False,False
izhodiscna,AGREGAT,Agregat,2025-09-03,-542.0,-0.1986,False,False,False
izhodiscna,AGREGAT,Agregat,2025-09-10,960.0,0.1065,False,False,False
izhodiscna,AGREGAT,Agregat,2025-09-17,322.0,-0.0231,False,False,False
izhodiscna,AGREGAT,Agregat,2025-09-24,832.0,0.0805,False,False,False
izhodiscna,AGREGAT,Agregat,2025-10-01,-526.0,-0.1953,False,False,False
izhodiscna,AGREGAT,Agregat,2025-10-08,1514.0,0.219,False,False,False
izhodiscna,AGREGAT,Agregat,2025-10-15,2099.0,0.3378,False,False,False
izhodiscna,AGREGAT,Agregat,2025-10-22,1200.0,0.1552,False,False,False
izhodiscna,AGREGAT,Agregat,2025-10-29,3220.0,0.5655,False,False,False
izhodiscna,AGREGAT,Agregat,2025-11-05,-1758.0,-0.4455,False,False,False
izhodiscna,AGREGAT,Agregat,2025-11-12,1223.0,0.1599,False,False,False
izhodiscna,AGREGAT,Agregat,2025-11-19,132.0,-0.0617,False,False,False
izhodiscna,AGREGAT,Agregat,2025-11-26,1229.0,0.1611,False,False,False
izhodiscna,AGREGAT,Agregat,2025-12-03,-333.0,-0.1561,False,False,False
izhodiscna,AGREGAT,Agregat,2025-12-10,-990.0,-0.2896,False,False,False
izhodiscna,AGREGAT,Agregat,2025-12-17,-1728.0,-0.4394,False,False,False
izhodiscna,AGREGAT,Agregat,2026-01-07,-282.0,-0.1458,False,False,False
izhodiscna,AGREGAT,Agregat,2026-01-14,951.0,0.1047,False,False,False
izhodiscna,AGREGAT,Agregat,2026-01-21,1953.0,0.3082,False,False,False
izhodiscna,AGREGAT,Agregat,2026-01-28,3337.0,0.5893,False,False,False
izhodiscna,AGREGAT,Agregat,2026-02-04,1965.0,0.3106,False,False,False
izhodiscna,AGREGAT,Agregat,2026-02-11,1500.0,0.2162,False,False,False
izhodiscna,AGREGAT,Agregat,2026-02-18,4479.0,0.8212,False,False,False
izhodiscna,AGREGAT,Agregat,2026-02-25,-1295.0,-0.3515,False,False,False
izhodiscna,AGREGAT,Agregat,2026-03-04,-1330.0,-0.3586,False,False,False
izhodiscna,AGREGAT,Agregat,2026-03-11,1106.0,0.1362,False,False,False
izhodiscna,AGREGAT,Agregat,2026-03-18,-16.0,-0.0917,False,False,False
izhodiscna,AGREGAT,Agregat,2026-03-25,2247.0,0.3679,False,False,False
izhodiscna,AGREGAT,Agregat,2026-04-08,-2084.0,-0.5118,False,False,False
izhodiscna,AGREGAT,Agregat,2026-04-15,-1818.0,-0.4577,False,False,False
izhodiscna,AGREGAT,Agregat,2026-04-29,3368.0,0.5956,False,False,False
izhodiscna,AGREGAT,Agregat,2026-05-06,-2204.0,-0.5361,False,False,False
izhodiscna,AGREGAT,Agregat,2026-05-13,770.0,0.0679,False,False,False
izhodiscna,AGREGAT,Agregat,2026-05-20,-1253.0,-0.343,False,False,False
izhodiscna,AGREGAT,Agregat,2026-05-27,1892.0,0.2958,False,False,False
izhodiscna,AGREGAT,Agregat,2026-06-03,-2300.0,-0.5556,False,False,False
izhodiscna,AGREGAT,Agregat,2026-06-17,-2655.0,-0.6277,False,False,False
izhodiscna,AGREGAT,Agregat,2026-06-24,394.0,-0.0085,False,False,False
izhodiscna,AGREGAT,Agregat,2026-07-01,-1399.0,-0.3726,False,False,False
izhodiscna,AGREGAT,Agregat,2026-07-08,-236.0,-0.1364,False,False,False
izhodiscna,AGREGAT,Agregat,2026-07-15,1159.0,0.1469,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-04-11,181.0,0.5561,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-04-18,303.0,1.0528,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-04-25,242.0,0.8045,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-05-03,337.0,1.1913,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-05-09,90.0,0.1855,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-05-16,-44.0,-0.3601,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-05-23,41.0,-0.014,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-05-30,126.0,0.3321,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-06-06,-120.0,-0.6696,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-06-13,560.0,2.0993,True,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-06-20,76.0,0.1285,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-06-27,431.0,1.574,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-07-04,304.0,1.0569,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-07-11,247.0,0.8248,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-07-18,259.0,0.8737,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-07-25,74.0,0.1204,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-08-01,52.0,0.0308,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-08-08,110.0,0.267,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-08-16,203.0,0.6456,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-08-22,60.0,0.0634,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-08-29,179.0,0.5479,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-09-05,126.0,0.3321,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-09-12,184.0,0.5683,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-09-19,67.0,0.0919,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-09-26,461.0,1.6962,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-10-03,428.0,1.5618,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-10-10,-581.0,-2.5467,True,True,True
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-10-17,-619.0,-2.7014,True,True,True
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-10-24,551.0,2.0627,True,True,True
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-10-31,45.0,0.0023,False,True,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-11-07,-126.0,-0.694,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-11-14,13.0,-0.128,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-11-21,-120.0,-0.6696,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-11-28,177.0,0.5398,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-12-05,-114.0,-0.6451,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-12-12,-79.0,-0.5026,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2024-12-19,-96.0,-0.5718,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-01-08,-48.0,-0.3764,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-01-15,223.0,0.7271,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-01-22,-62.0,-0.4334,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-01-29,-538.0,-2.3716,True,True,True
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-02-05,-168.0,-0.865,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-02-12,169.0,0.5072,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-02-19,-143.0,-0.7632,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-02-26,303.0,1.0528,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-03-05,95.0,0.2059,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-03-12,289.0,0.9958,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-03-19,48.0,0.0145,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-03-26,0.0,-0.1809,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-04-02,-90.0,-0.5474,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-04-09,165.0,0.4909,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-04-16,436.0,1.5944,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-04-23,199.0,0.6294,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-04-30,226.0,0.7393,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-05-07,-78.0,-0.4985,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-05-14,271.0,0.9225,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-05-21,300.0,1.0406,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-05-28,298.0,1.0325,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-06-04,95.0,0.2059,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-06-18,572.0,2.1482,True,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-07-02,735.0,2.8119,True,True,True
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-07-09,110.0,0.267,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-07-16,-80.0,-0.5067,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-07-23,-317.0,-1.4717,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-07-30,-63.0,-0.4375,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-08-06,385.0,1.3867,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-08-13,58.0,0.0552,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-08-20,-134.0,-0.7266,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-08-27,-5.0,-0.2013,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-09-03,15.0,-0.1199,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-09-10,-76.0,-0.4904,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-09-17,160.0,0.4706,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-09-24,149.0,0.4258,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-10-01,-101.0,-0.5922,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-10-08,-125.0,-0.6899,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-10-15,-15.0,-0.242,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-10-22,-32.0,-0.3112,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-10-29,65.0,0.0837,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-11-05,-244.0,-1.1745,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-11-12,-9.0,-0.2176,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-11-19,-135.0,-0.7306,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-11-26,67.0,0.0919,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-12-03,-235.0,-1.1378,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-12-10,-215.0,-1.0564,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2025-12-17,-51.0,-0.3886,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-01-07,106.0,0.2507,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-01-14,-73.0,-0.4782,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-01-21,-45.0,-0.3642,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-01-28,-115.0,-0.6492,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-02-04,-1.0,-0.185,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-02-11,-159.0,-0.8284,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-02-18,-354.0,-1.6224,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-02-25,-135.0,-0.7306,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-03-04,-31.0,-0.3072,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-03-11,-58.0,-0.4171,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-03-18,-32.0,-0.3112,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-03-25,284.0,0.9755,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-04-08,-370.0,-1.6875,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-04-15,5.0,-0.1606,False,False,False
delno_ocisceno,1010P,Dermatološki pregled - prvi,2026-04-29,300.0,1.0406,False,False,False
