razlicica,vzs,naziv,datum,razlika,z,z_flag,if_flag,konsenz
izhodiscna,1010P,Dermatološki pregled - prvi,2024-04-11,181.0,0.2617,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-04-18,303.0,0.4948,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-04-25,242.0,0.3782,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-05-03,337.0,0.5597,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-05-09,90.0,0.0878,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-05-16,-44.0,-0.1682,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-05-23,41.0,-0.0058,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-05-30,126.0,0.1566,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-06-06,-120.0,-0.3134,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-06-13,560.0,0.9858,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-06-20,76.0,0.0611,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-06-27,431.0,0.7393,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-07-04,304.0,0.4967,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-07-11,247.0,0.3878,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-07-18,259.0,0.4107,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-07-25,74.0,0.0572,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-08-01,52.0,0.0152,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-08-08,110.0,0.126,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-08-16,203.0,0.3037,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-08-22,60.0,0.0305,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-08-29,179.0,0.2579,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-09-05,126.0,0.1566,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-09-12,184.0,0.2674,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-09-19,67.0,0.0439,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-09-26,461.0,0.7966,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-10-03,428.0,0.7336,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-10-10,-581.0,-1.1942,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-10-17,-619.0,-1.2668,False,True,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-10-24,551.0,0.9686,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-10-31,45.0,0.0018,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-11-07,-126.0,-0.3249,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-11-14,13.0,-0.0593,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-11-21,-120.0,-0.3134,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-11-28,177.0,0.254,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-12-05,-114.0,-0.3019,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-12-12,-79.0,-0.2351,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2024-12-19,-96.0,-0.2675,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-01-08,-48.0,-0.1758,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-01-15,223.0,0.3419,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-01-22,-62.0,-0.2026,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-01-29,-538.0,-1.112,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-02-05,-168.0,-0.4051,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-02-12,169.0,0.2388,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-02-19,-143.0,-0.3573,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-02-26,303.0,0.4948,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-03-05,95.0,0.0974,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-03-12,289.0,0.468,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-03-19,48.0,0.0076,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-03-26,0.0,-0.0841,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-04-02,-90.0,-0.2561,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-04-09,165.0,0.2311,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-04-16,436.0,0.7489,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-04-23,199.0,0.2961,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-04-30,226.0,0.3477,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-05-07,-78.0,-0.2332,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-05-14,271.0,0.4336,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-05-21,300.0,0.489,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-05-28,298.0,0.4852,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-06-04,95.0,0.0974,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-06-11,-3158.0,-6.1177,True,True,True
izhodiscna,1010P,Dermatološki pregled - prvi,2025-06-18,3730.0,7.0423,True,True,True
izhodiscna,1010P,Dermatološki pregled - prvi,2025-07-02,735.0,1.3201,False,True,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-07-09,110.0,0.126,False,True,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-07-16,-80.0,-0.237,False,True,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-07-23,-317.0,-0.6898,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-07-30,-63.0,-0.2045,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-08-06,385.0,0.6514,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-08-13,58.0,0.0267,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-08-20,-134.0,-0.3401,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-08-27,-5.0,-0.0937,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-09-03,15.0,-0.0555,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-09-10,-76.0,-0.2293,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-09-17,160.0,0.2216,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-09-24,149.0,0.2005,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-10-01,-101.0,-0.2771,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-10-08,-125.0,-0.323,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-10-15,-15.0,-0.1128,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-10-22,-32.0,-0.1453,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-10-29,65.0,0.0401,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-11-05,-244.0,-0.5503,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-11-12,-9.0,-0.1013,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-11-19,-135.0,-0.3421,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-11-26,67.0,0.0439,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-12-03,-235.0,-0.5331,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-12-10,-215.0,-0.4949,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2025-12-17,-51.0,-0.1816,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-01-07,106.0,0.1184,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-01-14,-73.0,-0.2236,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-01-21,-45.0,-0.1701,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-01-28,-115.0,-0.3038,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-02-04,-1.0,-0.086,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-02-11,-159.0,-0.3879,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-02-18,-354.0,-0.7605,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-02-25,-135.0,-0.3421,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-03-04,-31.0,-0.1434,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-03-11,-58.0,-0.1949,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-03-18,-32.0,-0.1453,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-03-25,284.0,0.4585,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-04-08,-370.0,-0.791,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-04-15,5.0,-0.0746,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-04-29,300.0,0.489,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-05-06,-138.0,-0.3478,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-05-13,320.0,0.5272,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-05-20,101.0,0.1088,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-05-27,423.0,0.724,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-06-03,-577.0,-1.1865,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-06-17,-225.0,-0.514,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-06-24,-116.0,-0.3058,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-07-01,-309.0,-0.6745,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-07-08,-66.0,-0.2102,False,False,False
izhodiscna,1010P,Dermatološki pregled - prvi,2026-07-15,-344.0,-0.7414,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-04-11,-96.0,-0.3495,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-04-18,-187.0,-0.7679,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-04-25,-27.0,-0.0323,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-05-03,168.0,0.8642,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-05-09,-56.0,-0.1656,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-05-16,-150.0,-0.5978,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-05-23,-135.0,-0.5288,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-05-30,-133.0,-0.5196,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-06-06,-417.0,-1.8253,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-06-13,571.0,2.7169,True,True,True
izhodiscna,1018P,Kardiološki pregled - prvi,2024-06-20,-102.0,-0.3771,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-06-27,173.0,0.8872,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-07-04,-134.0,-0.5242,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-07-11,16.0,0.1654,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-07-18,-147.0,-0.584,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-07-25,64.0,0.3861,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-08-01,145.0,0.7584,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-08-08,187.0,0.9515,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-08-16,10.0,0.1378,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-08-22,-33.0,-0.0599,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-08-29,-242.0,-1.0207,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-09-05,-434.0,-1.9034,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-09-12,-649.0,-2.8919,True,True,True
izhodiscna,1018P,Kardiološki pregled - prvi,2024-09-19,759.0,3.5812,True,True,True
izhodiscna,1018P,Kardiološki pregled - prvi,2024-09-26,-235.0,-0.9886,False,True,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-10-03,-285.0,-1.2184,False,True,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-10-10,-136.0,-0.5334,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-10-17,-225.0,-0.9426,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-10-24,-185.0,-0.7587,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-10-31,20.0,0.1838,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-11-07,-164.0,-0.6621,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-11-14,-146.0,-0.5794,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-11-21,-543.0,-2.4046,True,True,True
izhodiscna,1018P,Kardiološki pregled - prvi,2024-11-28,-91.0,-0.3265,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-12-05,-375.0,-1.6322,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-12-12,58.0,0.3585,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2024-12-19,-229.0,-0.961,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-01-08,204.0,1.0297,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-01-15,-53.0,-0.1518,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-01-22,76.0,0.4412,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-01-29,-36.0,-0.0737,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-02-05,108.0,0.5883,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-02-12,157.0,0.8136,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-02-19,149.0,0.7768,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-02-26,228.0,1.14,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-03-05,13.0,0.1516,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-03-12,230.0,1.1492,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-03-19,-40.0,-0.0921,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-03-26,128.0,0.6803,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-04-02,61.0,0.3723,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-04-09,307.0,1.5032,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-04-16,-15.0,0.0229,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-04-23,48.0,0.3125,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-04-30,451.0,2.1652,True,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-05-07,14.0,0.1562,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-05-14,182.0,0.9285,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-05-21,-21.0,-0.0047,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-05-28,192.0,0.9745,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-06-04,-92.0,-0.3311,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-06-11,-287.0,-1.2276,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-06-18,480.0,2.2986,True,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-07-02,67.0,0.3998,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-07-09,42.0,0.2849,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-07-16,-17.0,0.0137,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-07-23,160.0,0.8274,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-07-30,124.0,0.6619,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-08-06,-104.0,-0.3863,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-08-13,-15.0,0.0229,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-08-20,-113.0,-0.4277,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-08-27,98.0,0.5424,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-09-03,-62.0,-0.1932,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-09-10,-113.0,-0.4277,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-09-17,-183.0,-0.7495,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-09-24,-335.0,-1.4483,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-10-01,-455.0,-2.0,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-10-08,-190.0,-0.7817,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-10-15,-134.0,-0.5242,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-10-22,-327.0,-1.4115,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-10-29,116.0,0.6251,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-11-05,-174.0,-0.7081,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-11-12,-46.0,-0.1197,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-11-19,-174.0,-0.7081,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-11-26,-53.0,-0.1518,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-12-03,-61.0,-0.1886,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-12-10,-67.0,-0.2162,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2025-12-17,-267.0,-1.1357,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-01-07,-48.0,-0.1289,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-01-14,4.0,0.1102,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-01-21,103.0,0.5654,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-01-28,263.0,1.3009,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-02-04,121.0,0.6481,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-02-11,-9.0,0.0504,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-02-18,335.0,1.6319,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-02-25,19.0,0.1792,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-03-04,127.0,0.6757,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-03-11,71.0,0.4182,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-03-18,-190.0,-0.7817,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-03-25,145.0,0.7584,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-04-08,-283.0,-1.2092,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-04-15,105.0,0.5745,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-04-29,359.0,1.7423,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-05-06,-302.0,-1.2966,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-05-13,131.0,0.6941,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-05-20,-108.0,-0.4047,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-05-27,55.0,0.3447,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-06-03,-90.0,-0.3219,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-06-17,-34.0,-0.0645,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-06-24,230.0,1.1492,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-07-01,-189.0,-0.7771,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-07-08,46.0,0.3033,False,False,False
izhodiscna,1018P,Kardiološki pregled - prvi,2026-07-15,106.0,0.5791,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-04-11,196.0,0.2421,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-04-18,578.0,1.1751,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-04-25,185.0,0.2152,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-05-03,215.0,0.2885,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-05-09,256.0,0.3886,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-05-16,114.0,0.0418,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-05-23,241.0,0.352,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-05-30,132.0,0.0857,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-06-06,-312.0,-0.9988,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-06-13,114.0,0.0418,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-06-20,-184.0,-0.6861,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-06-27,172.0,0.1834,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-07-04,-107.0,-0.498,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-07-11,-217.0,-0.7667,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-07-18,89.0,-0.0193,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-07-25,179.0,0.2005,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-08-01,-73.0,-0.415,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-08-08,70.0,-0.0657,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-08-16,-166.0,-0.6422,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-08-22,72.0,-0.0608,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-08-29,133.0,0.0882,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-09-05,-295.0,-0.9572,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-09-12,175.0,0.1908,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-09-19,-116.0,-0.52,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-09-26,59.0,-0.0926,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-10-03,0.0,-0.2367,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-10-10,176.0,0.1932,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-10-17,-33.0,-0.3173,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-10-24,226.0,0.3153,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-10-31,383.0,0.6988,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-11-07,133.0,0.0882,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-11-14,6.0,-0.222,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-11-21,698.0,1.4682,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-11-28,-379.0,-1.1624,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-12-05,-581.0,-1.6558,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-12-12,444.0,0.8478,False,False,False
izhodiscna,1941,UZ vratnih žil,2024-12-19,379.0,0.689,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-01-08,-168.0,-0.647,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-01-15,696.0,1.4633,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-01-22,207.0,0.2689,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-01-29,581.0,1.1824,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-02-05,409.0,0.7623,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-02-12,420.0,0.7892,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-02-19,227.0,0.3178,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-02-26,543.0,1.0896,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-03-05,-63.0,-0.3906,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-03-12,-283.0,-0.9279,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-03-19,476.0,0.926,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-03-26,549.0,1.1043,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-04-02,181.0,0.2054,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-04-09,735.0,1.5586,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-04-16,255.0,0.3862,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-04-23,285.0,0.4594,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-04-30,369.0,0.6646,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-05-07,26.0,-0.1732,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-05-14,481.0,0.9382,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-05-21,300.0,0.4961,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-05-28,396.0,0.7306,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-06-04,532.0,1.0628,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-06-11,-594.0,-1.6876,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-06-18,827.0,1.7833,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-07-02,78.0,-0.0462,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-07-09,-6.0,-0.2513,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-07-16,-795.0,-2.1785,True,False,False
izhodiscna,1941,UZ vratnih žil,2025-07-23,1014.0,2.2401,True,False,False
izhodiscna,1941,UZ vratnih žil,2025-07-30,-141.0,-0.5811,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-08-06,276.0,0.4375,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-08-13,16.0,-0.1976,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-08-20,-1608.0,-4.1643,True,True,True
izhodiscna,1941,UZ vratnih žil,2025-08-27,1520.0,3.476,True,True,True
izhodiscna,1941,UZ vratnih žil,2025-09-03,-418.0,-1.2577,False,True,False
izhodiscna,1941,UZ vratnih žil,2025-09-10,-223.0,-0.7814,False,True,False
izhodiscna,1941,UZ vratnih žil,2025-09-17,-132.0,-0.5591,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-09-24,-276.0,-0.9108,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-10-01,298.0,0.4912,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-10-08,176.0,0.1932,False,False,False
izhodiscna,1941,UZ vratnih žil,2025-10-15,-105.0,-0.4932,False,False,False
