datum,delez_padec,delez_rast,delez_v_oblika,mediana_rel_spr
2025-10-15,0.15602836879432624,0.2553191489361702,0.031914893617021274,0.0016670829170829515
2025-10-22,0.18439716312056736,0.16312056737588654,0.0673758865248227,0.0
2025-10-29,0.13829787234042554,0.21631205673758866,0.05319148936170213,0.0064838699562494995
2025-11-05,0.18439716312056736,0.1524822695035461,0.06028368794326241,-0.0025110112879609403
2025-11-12,0.1595744680851064,0.22695035460992907,0.06382978723404255,0.006904715202632694
2025-11-19,0.1524822695035461,0.2127659574468085,0.04964539007092199,0.0
2025-11-26,0.1595744680851064,0.19858156028368795,0.07446808510638298,0.0015187367507836225
2025-12-03,0.19148936170212766,0.16666666666666666,0.06028368794326241,0.0
2025-12-10,0.18439716312056736,0.16312056737588654,0.07801418439716312,0.0
2025-12-17,0.1879432624113475,0.20212765957446807,0.06028368794326241,0.0
2026-01-07,0.2553191489361702,0.2801418439716312,0.1099290780141844,0.0
2026-01-14,0.11347517730496454,0.23404255319148937,0.028368794326241134,0.0014550034517466504
2026-01-21,0.1453900709219858,0.19148936170212766,0.05673758865248227,0.0
2026-01-28,0.13829787234042554,0.23404255319148937,0.0673758865248227,0.012641218291047362
2026-02-04,0.1773049645390071,0.2127659574468085,0.0673758865248227,0.0035612655897725443
2026-02-11,0.14893617021276595,0.1702127659574468,0.06028368794326241,0.0
2026-02-18,0.1099290780141844,0.2624113475177305,0.031914893617021274,0.013545743639921781
2026-02-25,0.14893617021276595,0.1773049645390071,0.06382978723404255,-0.0026390093506460377
2026-03-04,0.14184397163120568,0.1595744680851064,0.05673758865248227,0.0
2026-03-11,0.18439716312056736,0.1347517730496454,0.04964539007092199,0.0
2026-03-18,0.19858156028368795,0.1276595744680851,0.07801418439716312,-0.0036471839882970536
2026-03-25,0.11702127659574468,0.20921985815602837,0.05319148936170213,0.004774276175070202
2026-04-08,0.20212765957446807,0.20921985815602837,0.04609929078014184,0.0
2026-04-15,0.24113475177304963,0.11702127659574468,0.11347517730496454,-0.004642089564088181
2026-04-29,0.13829787234042554,0.2624113475177305,0.01773049645390071,0.0061534398665042955
2026-05-06,0.2127659574468085,0.08865248226950355,0.07801418439716312,-0.005892286861252205
2026-05-13,0.13829787234042554,0.1950354609929078,0.031914893617021274,0.0
2026-05-20,0.1773049645390071,0.15602836879432624,0.07801418439716312,0.0
2026-05-27,0.16666666666666666,0.20567375886524822,0.04609929078014184,0.004973541186585995
2026-06-03,0.1702127659574468,0.1347517730496454,0.07092198581560284,0.0
2026-06-17,0.22695035460992907,0.18439716312056736,0.08156028368794327,-0.004964214224877694
2026-06-24,0.11702127659574468,0.20212765957446807,0.03900709219858156,0.00349219892735253
2026-07-01,0.20921985815602837,0.1347517730496454,0.08156028368794327,-0.002567901234567904
2026-07-08,0.1595744680851064,0.20567375886524822,0.05673758865248227,0.0
2026-07-15,0.13120567375886524,0.1702127659574468,0.0,0.0
